revenue_lifecycle_state,persona,initial_subscription_group,segment_level,companies,last_subscription_revenue,last_interchange_revenue,last_banking_fees,last_deposit_interest_revenue,last_total_revenue,segment_company_share_pct
Churned proxy,Others,start,persona_x_initial_plan,36,183.00000000000000000000,251.58369701221017127000,10.00000000000000000000,13.04713062246576171829,457.63082763467593298829,2.74
Active,Professeur,business,persona_x_initial_plan,2,160.00000000000000000000,231.81125399999876500000,100.00000000000000000000,67.80628691123288340000,559.61754091123164840000,50.0
At-risk,Professeur,business,persona_x_initial_plan,1,80.00000000000000000000,0.17099999999999932000,0.00000000000000000000,0.01347494849315068600,80.18447494849315000600,25.0
Churned proxy,Professeur,business,persona_x_initial_plan,1,0.00000000000000000000,100.11322549273208000000,0.00000000000000000000,0.37139867397260273000,100.48462416670468273000,25.0
Active,Professeur,free,persona_x_initial_plan,228,222.58000000000000000000,1040.40510299999444359400,451.10000000000000000000,1063.95005235616454057223,2778.03515535615898416623,91.57
At-risk,Professeur,free,persona_x_initial_plan,12,0.00000000000000000000,1.98907199999999200000,8.00000000000000000000,4.81809128054794484290,14.80716328054793684290,4.82
Churned proxy,Professeur,free,persona_x_initial_plan,9,0.00000000000000000000,0.00000000000000000000,0.80000000000000000000,12.62192227178082517252,13.42192227178082517252,3.61
Active,Professeur,plus,persona_x_initial_plan,32,669.81720430100000000000,732.74902919999596020000,170.00000000000000000000,746.73809286082205876397,2319.30432636181801896397,96.97
At-risk,Professeur,plus,persona_x_initial_plan,1,25.00000000000000000000,596.27161799999772000000,0.00000000000000000000,3.97397167232876700000,625.24558967232648700000,3.03
Active,Professeur,start,persona_x_initial_plan,246,2438.15456989200000000000,1994.13513539998927910000,398.20000000000000000000,1700.54891417808232093902,6531.03861947007160003902,95.72
At-risk,Professeur,start,persona_x_initial_plan,6,66.00000000000000000000,7.38685799999996395000,0.00000000000000000000,3.07145060164383647530,76.45830860164380042530,2.33
Churned proxy,Professeur,start,persona_x_initial_plan,5,11.00000000000000000000,11.84527445398180440000,0.00000000000000000000,0.85962503561643826050,23.70489948959824266050,1.95
Churned proxy,Repair,business,persona_x_initial_plan,1,0.00000000000000000000,139.81914882374784000000,0.00000000000000000000,0.51576078904109600000,140.33490961278893600000,100.0
Active,Repair,free,persona_x_initial_plan,52,47.00000000000000000000,511.52131799999728465500,39.20000000000000000000,81.42094764109589560664,679.14226564109318026164,83.87
At-risk,Repair,free,persona_x_initial_plan,5,0.00000000000000000000,1.49939999999999319000,24.00000000000000000000,9.27430694794520665600,34.77370694794519984600,8.06
Churned proxy,Repair,free,persona_x_initial_plan,5,0.00000000000000000000,0.00000000000000000000,4.00000000000000000000,6.00567132986301515253,10.00567132986301515253,8.06
Active,Repair,plus,persona_x_initial_plan,11,201.00000000000000000000,138.80590199999925829000,0.00000000000000000000,85.75379022246574351810,425.55969222246500180810,91.67
At-risk,Repair,plus,persona_x_initial_plan,1,25.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.09153534246575344100,25.09153534246575344100,8.33
Active,Repair,start,persona_x_initial_plan,41,352.82426075200000000000,332.00123399999821906000,27.14000000000000000000,206.11971755726028333980,918.08521230925850239980,93.18
At-risk,Repair,start,persona_x_initial_plan,1,11.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.05441800328767124700,11.05441800328767124700,2.27
Churned proxy,Repair,start,persona_x_initial_plan,2,11.00000000000000000000,12.73915799999993100000,0.00000000000000000000,1.61790161753424668640,25.35705961753417768640,4.55
Active,Repair_Installation,business,persona_x_initial_plan,1,80.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.28617468493150683000,80.28617468493150683000,100.0
Active,Repair_Installation,free,persona_x_initial_plan,12,11.00000000000000000000,149.63252399999916813000,16.80000000000000000000,76.99869647123288168800,254.43122047123204981800,100.0
Active,Repair_Installation,plus,persona_x_initial_plan,6,115.00000000000000000000,575.51970599999678690000,0.00000000000000000000,76.76060220219177730000,767.28030820218856420000,100.0
Active,Repair_Installation,start,persona_x_initial_plan,18,188.64645161300000000000,331.44028199999821593000,0.00000000000000000000,346.04484881808220930400,866.13158243108042523400,94.74
At-risk,Repair_Installation,start,persona_x_initial_plan,1,11.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.01212328767123287800,11.01212328767123287800,5.26
Active,Restauration,business,persona_x_initial_plan,2,160.00000000000000000000,48.98906999999974190000,0.00000000000000000000,0.51383941479452058000,209.50290941479426248000,66.67
Churned proxy,Restauration,business,persona_x_initial_plan,1,0.00000000000000000000,132.35307777005255000000,0.00000000000000000000,1.90205549589041120000,134.25513326594296120000,33.33
Active,Restauration,free,persona_x_initial_plan,140,170.72677419400000000000,1596.36518999999128030500,1075.60000000000000000000,547.93303154739725336464,3390.62499574138853366964,89.17
At-risk,Restauration,free,persona_x_initial_plan,9,0.00000000000000000000,0.99044999999999506000,36.51999999999999600000,0.90376215178082189180,38.41421215178081295180,5.73
Churned proxy,Restauration,free,persona_x_initial_plan,8,0.00000000000000000000,5.59021423166930920000,8.00000000000000000000,3.78381032602739758420,17.37402455769670678420,5.1
Active,Restauration,plus,persona_x_initial_plan,72,1606.63118279500000000000,5814.35402759996922294700,1092.00000000000000000000,754.64297261205484586165,9267.62818300702406880865,93.51
At-risk,Restauration,plus,persona_x_initial_plan,3,75.00000000000000000000,31.28641199999984600000,0.00000000000000000000,1.07155349643835621600,107.35796549643820221600,3.9
Churned proxy,Restauration,plus,persona_x_initial_plan,2,0.00000000000000000000,449.90279999999768000000,0.00000000000000000000,3.56484829479452042065,453.46764829479220042065,2.6
Active,Restauration,start,persona_x_initial_plan,217,2097.13814516100000100000,4980.09355919997288246900,1199.58000000000000000000,1285.62339707835630274062,9562.43510143932918620962,93.53
At-risk,Restauration,start,persona_x_initial_plan,9,75.00000000000000000000,0.87209999999999660000,-4.00000000000000000000,2.02316943013698647523,73.89526943013698307523,3.88
Churned proxy,Restauration,start,persona_x_initial_plan,6,31.00000000000000000000,64.50281150368112150000,4.00000000000000000000,5.13057572821918011240,104.63338723190030161240,2.59
Active,Retail,business,persona_x_initial_plan,22,1280.00000000000000000000,1250.27239859999329373000,35.00000000000000000000,99.21302384273974725070,2664.48542244273304098070,68.75
At-risk,Retail,business,persona_x_initial_plan,7,80.00000000000000000000,721.05121799999715479000,0.00000000000000000000,6.73889994904109456230,807.79011794903824935230,21.88
Churned proxy,Retail,business,persona_x_initial_plan,3,80.00000000000000000000,230.28514011160750000000,0.00000000000000000000,17.18419387506851209000,327.46933398667601209000,9.38
Active,Retail,free,persona_x_initial_plan,899,520.29999999999999900000,7191.34352279996107946544,2083.56000000000000260000,3349.68928133589040410555,13144.89280413585148517099,91.55
At-risk,Retail,free,persona_x_initial_plan,54,0.00000000000000000000,239.69321999999896589100,240.25999999999999940000,40.19807369095890969491,520.15129369095787498591,5.5
Churned proxy,Retail,free,persona_x_initial_plan,29,0.00000000000000000000,200.31468457190242373000,13.60000000000000000000,58.86763668931509397069,272.78232126121751770069,2.95
Active,Retail,plus,persona_x_initial_plan,245,4961.04276881500000000000,11483.06797079993666101900,1251.88000000000000000000,3457.01497657315079902655,21153.00571618808746004555,85.96
At-risk,Retail,plus,persona_x_initial_plan,19,300.00000000000000000000,786.71198699999681500000,4.10000000000000000000,10.89500776000000099834,1101.70699475999681599834,6.67
Churned proxy,Retail,plus,persona_x_initial_plan,21,275.00000000000000000000,566.96239396910316954300,0.00000000000000000000,49.11295736547945769964,891.07535133458262724264,7.37
Active,Retail,start,persona_x_initial_plan,999,9686.93903225646875200000,14348.73039119992225981100,4121.14000000000000000000,9764.84468232383538539533,37921.65410578022639720633,91.07
At-risk,Retail,start,persona_x_initial_plan,53,407.31250000000000000000,248.85871019999886894200,36.34000000000000000000,87.48107302465756519366,779.99228322465643413566,4.83
Churned proxy,Retail,start,persona_x_initial_plan,45,315.00000000000000000000,205.03132459223117402000,0.00000000000000000000,214.70104706301380306335,734.73237165524497708335,4.1
Active,Wholesale,business,persona_x_initial_plan,17,1040.00000000000000000000,944.41734359999531241200,0.08000000000000000000,140.22446936602738928600,2124.72181296602270169800,89.47
At-risk,Wholesale,business,persona_x_initial_plan,2,160.00000000000000000000,39.05013599999984600000,0.00000000000000000000,0.65399210958904119300,199.70412810958888719300,10.53
Active,Wholesale,free,persona_x_initial_plan,121,116.80000000000000000000,1324.95292079999279908000,1180.24000000000000000000,1324.10239529972611754440,3946.09531609971891662440,90.98
At-risk,Wholesale,free,persona_x_initial_plan,8,0.00000000000000000000,41.38084799999979960000,22.40000000000000000000,78.47712504712330081650,142.25797304712310041650,6.02
Churned proxy,Wholesale,free,persona_x_initial_plan,4,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,2.27214422356164379130,2.27214422356164379130,3.01
Active,Wholesale,plus,persona_x_initial_plan,85,1866.40860215000000000000,4098.44499299997771553400,257.08000000000000000000,1050.87651479780821236249,7272.81010994778592789649,93.41
At-risk,Wholesale,plus,persona_x_initial_plan,1,0.00000000000000000000,138.43616399999945000000,0.00000000000000000000,1.71104895342465780000,140.14721295342410780000,1.1
Churned proxy,Wholesale,plus,persona_x_initial_plan,5,75.00000000000000000000,0.33121799999999824500,0.00000000000000000000,0.07799072438356169283,75.40920872438355993783,5.49
Active,Wholesale,start,persona_x_initial_plan,177,1788.32838709700000000000,2529.02134079998629296800,261.08000000000000000000,1883.31088091013700556839,6461.74060880712329853639,93.65
At-risk,Wholesale,start,persona_x_initial_plan,8,49.90625000000000000000,0.19709999999999922000,0.00000000000000000000,44.41803514301370380500,94.52138514301370302500,4.23
Churned proxy,Wholesale,start,persona_x_initial_plan,4,33.00000000000000000000,18.23846399999990489000,9.60000000000000000000,3.53868997479452075390,64.37715397479442564390,2.12
