month_start,persona,initial_subscription_group,segment_level,revenue_type,prior_revenue,dropped_prior_revenue,one_month_gross_revenue_dropout_pct
2025-11-01,Cleaning_CallCenters,business,persona_x_initial_plan,Subscription,,,
2025-11-01,Cleaning_CallCenters,business,persona_x_initial_plan,Total revenue,,,
2025-11-01,Cleaning_CallCenters,free,persona_x_initial_plan,Banking fees,138.00000000000000000000,,
2025-11-01,Cleaning_CallCenters,free,persona_x_initial_plan,Deposit interest,1.62245045698630113484,,
2025-11-01,Cleaning_CallCenters,free,persona_x_initial_plan,Interchange,0.00000000000000000000,,
2025-11-01,Cleaning_CallCenters,free,persona_x_initial_plan,Subscription,0.00000000000000000000,,
2025-11-01,Cleaning_CallCenters,free,persona_x_initial_plan,Total revenue,139.62245045698630113484,,
2025-11-01,Cleaning_CallCenters,plus,persona_x_initial_plan,Banking fees,,,
2025-11-01,Cleaning_CallCenters,plus,persona_x_initial_plan,Deposit interest,,,
2025-11-01,Cleaning_CallCenters,plus,persona_x_initial_plan,Interchange,,,
2025-11-01,Cleaning_CallCenters,plus,persona_x_initial_plan,Subscription,,,
2025-11-01,Cleaning_CallCenters,plus,persona_x_initial_plan,Total revenue,,,
2025-11-01,Cleaning_CallCenters,start,persona_x_initial_plan,Banking fees,0.00000000000000000000,,
2025-11-01,Cleaning_CallCenters,start,persona_x_initial_plan,Deposit interest,9.61854984821917610000,,
2025-11-01,Cleaning_CallCenters,start,persona_x_initial_plan,Interchange,0.00000000000000000000,,
2025-11-01,Cleaning_CallCenters,start,persona_x_initial_plan,Subscription,0.00000000000000000000,,
2025-11-01,Cleaning_CallCenters,start,persona_x_initial_plan,Total revenue,9.61854984821917610000,,
2025-11-01,Consultant,business,persona_x_initial_plan,Banking fees,0.00000000000000000000,,
2025-11-01,Consultant,business,persona_x_initial_plan,Deposit interest,4.81070023616438436301,,
2025-11-01,Consultant,business,persona_x_initial_plan,Interchange,0.00000000000000000000,,
2025-11-01,Consultant,business,persona_x_initial_plan,Subscription,0.00000000000000000000,,
2025-11-01,Consultant,business,persona_x_initial_plan,Total revenue,4.81070023616438436301,,
2025-11-01,Consultant,free,persona_x_initial_plan,Banking fees,2062.00000000000000000000,0.00000000000000000000,0.0
2025-11-01,Consultant,free,persona_x_initial_plan,Deposit interest,160.75720237369861890528,0.42742635945205473520,0.27
2025-11-01,Consultant,free,persona_x_initial_plan,Interchange,260.70444103746833117300,0.00000000000000000000,0.0
2025-11-01,Consultant,free,persona_x_initial_plan,Subscription,0.00000000000000000000,0.00000000000000000000,
2025-11-01,Consultant,free,persona_x_initial_plan,Total revenue,2483.46164341116695007828,0.42742635945205473520,0.02
2025-11-01,Consultant,plus,persona_x_initial_plan,Banking fees,142.00000000000000000000,,
2025-11-01,Consultant,plus,persona_x_initial_plan,Deposit interest,48.40949322410959713040,,
