eligible_companies,top_10pct_companies,total_revenue_through_age3,top_10pct_revenue_through_age3,top_10pct_revenue_share_pct,top_10pct_entry_revenue
9088,909,1345827.92703279973743210351,667731.16592613100588631199,49.61,338.12333219947098070000
