eligible_companies,top_20pct_companies,total_first3_full_month_revenue,top_20pct_first3_full_month_revenue,top_20pct_revenue_share_pct,top_20pct_entry_revenue,top_20pct_average_revenue,top_20pct_median_revenue,other_80pct_average_revenue,other_80pct_median_revenue
9088,1818,1098436.02015906343322450594,771580.55179614940472444374,70.24,154.90447988383561431000,424.4117446623484,283.25561167703378493440,44.959486707415955,35.48849861041095442432
