eligible_companies,top_20pct_companies,total_revenue_through_age3,top_20pct_revenue_through_age3,top_20pct_revenue_share_pct,top_20pct_entry_revenue
9088,1818,1345827.92703279973743210351,901984.45634713371085568224,67.02,196.20817202136975755700
