activation_month,observation_month,months_since_activation,persona,initial_subscription_group,segment_level,activated_cohort_size,active_companies,continuously_active_companies,reactivated_active_companies,active_share_pct,continuously_active_share_pct,reactivated_active_share_pct,average_current_streak_among_active,total_revenue,monthly_revenue_per_original_activated_company
2026-01-01,2026-04-01,3,Professeur,ALL,persona,86,82,82,0,95.35,95.35,0.0,4.0,2759.88600436836489331702,32.09169772521354
2026-01-01,2026-04-01,3,Repair,ALL,persona,27,21,21,0,77.78,77.78,0.0,4.0,509.27009425643720093740,18.861855342831007
2026-01-01,2026-04-01,3,Repair_Installation,ALL,persona,13,13,13,0,100.0,100.0,0.0,4.0,1057.93477774958558673900,81.37959828842966
2026-01-01,2026-04-01,3,Restauration,ALL,persona,78,68,67,1,87.18,85.9,1.28,3.96,4056.94456145533025118840,52.012109762247825
2026-01-01,2026-04-01,3,Retail,ALL,persona,389,340,336,4,87.4,86.38,1.03,3.97,12287.84715226571964305325,31.588296021248638
2026-01-01,2026-04-01,3,Wholesale,ALL,persona,58,50,50,0,86.21,86.21,0.0,4.0,2518.16850111358298417237,43.41669829506177
2026-01-01,2026-04-01,3,Automobile_Trade_Repair,business,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,4.0,518.81656565040971154700,172.93885521680326
2026-01-01,2026-04-01,3,Automobile_Trade_Repair,free,persona_x_initial_plan,42,38,38,0,90.48,90.48,0.0,4.0,374.33227508547841853960,8.912673216320915
2026-01-01,2026-04-01,3,Automobile_Trade_Repair,plus,persona_x_initial_plan,37,32,32,0,86.49,86.49,0.0,4.0,3353.31420518135907577870,90.63011365355025
2026-01-01,2026-04-01,3,Automobile_Trade_Repair,start,persona_x_initial_plan,44,41,41,0,93.18,93.18,0.0,4.0,1960.12794338300886387570,44.54836234961384
2026-01-01,2026-04-01,3,BTP,business,persona_x_initial_plan,15,14,14,0,93.33,93.33,0.0,4.0,2745.28675546903243883450,183.01911703126882
2026-01-01,2026-04-01,3,BTP,free,persona_x_initial_plan,191,173,170,3,90.58,89.01,1.57,3.95,4431.89653356327882231550,23.203646772582616
2026-01-01,2026-04-01,3,BTP,plus,persona_x_initial_plan,91,84,84,0,92.31,92.31,0.0,4.0,7419.91782416022258013869,81.53755850725518
2026-01-01,2026-04-01,3,BTP,start,persona_x_initial_plan,194,175,174,1,90.21,89.69,0.52,3.99,8382.08768834737775763683,43.206637568800915
2026-01-01,2026-04-01,3,Bankers_Insurance,free,persona_x_initial_plan,26,26,26,0,100.0,100.0,0.0,4.0,957.36946221314980959300,36.821902392813456
2026-01-01,2026-04-01,3,Bankers_Insurance,plus,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,4.0,287.43156283452051605000,95.81052094484016
2026-01-01,2026-04-01,3,Bankers_Insurance,start,persona_x_initial_plan,18,15,15,0,83.33,83.33,0.0,4.0,390.92202062739708826030,21.717890034855394
2026-01-01,2026-04-01,3,Bikers_Drivers,business,persona_x_initial_plan,7,6,6,0,85.71,85.71,0.0,4.0,1217.77323715944857138300,173.96760530849267
2026-01-01,2026-04-01,3,Bikers_Drivers,free,persona_x_initial_plan,44,39,39,0,88.64,88.64,0.0,4.0,455.44122175780723840932,10.350936858131982
2026-01-01,2026-04-01,3,Bikers_Drivers,plus,persona_x_initial_plan,19,15,15,0,78.95,78.95,0.0,4.0,973.49685231068281492350,51.236676437404356
2026-01-01,2026-04-01,3,Bikers_Drivers,start,persona_x_initial_plan,84,67,67,0,79.76,79.76,0.0,4.0,3081.15238723724951631889,36.68038556234821
2026-01-01,2026-04-01,3,Cleaning_CallCenters,free,persona_x_initial_plan,7,7,7,0,100.0,100.0,0.0,4.0,13.88690973150684762140,1.983844247358121
2026-01-01,2026-04-01,3,Cleaning_CallCenters,plus,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,4.0,28.35257779068491445000,28.352577790684915
2026-01-01,2026-04-01,3,Cleaning_CallCenters,start,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,4.0,45.97169345260271576000,15.323897817534238
2026-01-01,2026-04-01,3,Consultant,business,persona_x_initial_plan,5,3,3,0,60.0,60.0,0.0,4.0,436.35289709862915793290,87.27057941972583
2026-01-01,2026-04-01,3,Consultant,free,persona_x_initial_plan,226,202,200,2,89.38,88.5,0.88,3.98,3652.51284069795301488461,16.16156124202634
2026-01-01,2026-04-01,3,Consultant,plus,persona_x_initial_plan,38,33,33,0,86.84,86.84,0.0,4.0,4820.47476306723471507900,126.85459902808512
2026-01-01,2026-04-01,3,Consultant,start,persona_x_initial_plan,219,207,206,1,94.52,94.06,0.46,3.99,9028.31911111051292588660,41.22520142059595
2026-01-01,2026-04-01,3,Developer_IT,business,persona_x_initial_plan,5,5,5,0,100.0,100.0,0.0,4.0,285.30501210136980891000,57.061002420273965
2026-01-01,2026-04-01,3,Developer_IT,free,persona_x_initial_plan,93,82,81,1,88.17,87.1,1.08,3.96,1675.34981549808062139160,18.01451414514065
2026-01-01,2026-04-01,3,Developer_IT,plus,persona_x_initial_plan,22,19,19,0,86.36,86.36,0.0,4.0,2068.24725685533577418800,94.0112389479698
2026-01-01,2026-04-01,3,Developer_IT,start,persona_x_initial_plan,91,84,82,2,92.31,90.11,2.2,3.93,3351.27673176438040004409,36.82721683257561
2026-01-01,2026-04-01,3,Media_Publishing,free,persona_x_initial_plan,43,40,38,2,93.02,88.37,4.65,3.85,497.31448191397150191360,11.56545306776678
2026-01-01,2026-04-01,3,Media_Publishing,plus,persona_x_initial_plan,6,6,6,0,100.0,100.0,0.0,4.0,654.07171349205210234000,109.01195224867536
2026-01-01,2026-04-01,3,Media_Publishing,start,persona_x_initial_plan,56,53,52,1,94.64,92.86,1.79,3.98,1774.00381136164079108014,31.67863948860073
2026-01-01,2026-04-01,3,Medical_Professionals,free,persona_x_initial_plan,9,8,8,0,88.89,88.89,0.0,4.0,161.02391368602715202100,17.89154596511413
2026-01-01,2026-04-01,3,Medical_Professionals,plus,persona_x_initial_plan,2,2,2,0,100.0,100.0,0.0,4.0,114.99568455287648760000,57.49784227643824
2026-01-01,2026-04-01,3,Medical_Professionals,start,persona_x_initial_plan,19,18,18,0,94.74,94.74,0.0,4.0,589.62242619506783628000,31.032759273424624
2026-01-01,2026-04-01,3,Others,business,persona_x_initial_plan,10,5,5,0,50.0,50.0,0.0,4.0,581.63432018246557004670,58.16343201824655
2026-01-01,2026-04-01,3,Others,free,persona_x_initial_plan,185,167,166,1,90.27,89.73,0.54,3.98,2181.61389230526835559256,11.792507525974425
2026-01-01,2026-04-01,3,Others,plus,persona_x_initial_plan,57,49,49,0,85.96,85.96,0.0,4.0,3509.38712889643247598397,61.56819524379706
2026-01-01,2026-04-01,3,Others,start,persona_x_initial_plan,185,163,161,2,88.11,87.03,1.08,3.96,5499.55098817697449644073,29.72730263879446
2026-01-01,2026-04-01,3,Professeur,business,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,4.0,386.56035274027292340000,386.56035274027295
2026-01-01,2026-04-01,3,Professeur,free,persona_x_initial_plan,40,38,38,0,95.0,95.0,0.0,4.0,688.20290307068322179662,17.20507257676708
2026-01-01,2026-04-01,3,Professeur,plus,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,4.0,104.63899988712315648200,34.879666629041054
2026-01-01,2026-04-01,3,Professeur,start,persona_x_initial_plan,42,40,40,0,95.24,95.24,0.0,4.0,1580.48374867028559163840,37.63056544453061
2026-01-01,2026-04-01,3,Repair,free,persona_x_initial_plan,15,12,12,0,80.0,80.0,0.0,4.0,190.96183217972552045130,12.730788811981702
2026-01-01,2026-04-01,3,Repair,plus,persona_x_initial_plan,3,2,2,0,66.67,66.67,0.0,4.0,50.94015502520545703410,16.980051675068484
2026-01-01,2026-04-01,3,Repair,start,persona_x_initial_plan,9,7,7,0,77.78,77.78,0.0,4.0,267.36810705150622345200,29.70756745016736
2026-01-01,2026-04-01,3,Repair_Installation,free,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,4.0,89.79931625589009665800,29.93310541863003
2026-01-01,2026-04-01,3,Repair_Installation,plus,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,4.0,506.37615191232653520000,168.79205063744217
2026-01-01,2026-04-01,3,Repair_Installation,start,persona_x_initial_plan,7,7,7,0,100.0,100.0,0.0,4.0,461.75930958136895488100,65.96561565448128
2026-01-01,2026-04-01,3,Restauration,business,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,4.0,81.78706673863012792000,81.78706673863013
2026-01-01,2026-04-01,3,Restauration,free,persona_x_initial_plan,28,24,23,1,85.71,82.14,3.57,3.88,701.72064257424390642700,25.06145152050871
2026-01-01,2026-04-01,3,Restauration,plus,persona_x_initial_plan,15,13,13,0,86.67,86.67,0.0,4.0,1589.33853674081617058800,105.95590244938775
2026-01-01,2026-04-01,3,Restauration,start,persona_x_initial_plan,34,30,30,0,88.24,88.24,0.0,4.0,1684.09831540164004625340,49.532303394165886
2026-01-01,2026-04-01,3,Retail,business,persona_x_initial_plan,5,3,3,0,60.0,60.0,0.0,4.0,419.78453019835525756000,83.95690603967105
2026-01-01,2026-04-01,3,Retail,free,persona_x_initial_plan,159,141,139,2,88.68,87.42,1.26,3.96,1972.40974574903526869509,12.40509274055997
2026-01-01,2026-04-01,3,Retail,plus,persona_x_initial_plan,46,40,39,1,86.96,84.78,2.17,3.95,3869.65402298409769239860,84.12291354313255
2026-01-01,2026-04-01,3,Retail,start,persona_x_initial_plan,179,156,155,1,87.15,86.59,0.56,3.99,6025.99885333423142439956,33.66479806331973
2026-01-01,2026-04-01,3,Wholesale,business,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,4.0,93.31079046356164000000,93.31079046356164
2026-01-01,2026-04-01,3,Wholesale,free,persona_x_initial_plan,19,16,16,0,84.21,84.21,0.0,4.0,499.69092701260201622740,26.299522474347473
2026-01-01,2026-04-01,3,Wholesale,plus,persona_x_initial_plan,11,9,9,0,81.82,81.82,0.0,4.0,1190.66686325440733481400,108.24244211403703
2026-01-01,2026-04-01,3,Wholesale,start,persona_x_initial_plan,27,24,24,0,88.89,88.89,0.0,4.0,734.49992038301199313097,27.20370075492637
2026-02-01,2026-02-01,0,ALL,business,initial_plan,61,60,60,0,98.36,98.36,0.0,1.0,5343.06046084108319226325,87.59115509575545
2026-02-01,2026-02-01,0,ALL,free,initial_plan,1289,1285,1285,0,99.69,99.69,0.0,1.0,17832.93916370258239487605,13.834708428008211
2026-02-01,2026-02-01,0,ALL,plus,initial_plan,396,393,393,0,99.24,99.24,0.0,1.0,20210.03699789890345439949,51.03544696439117
2026-02-01,2026-02-01,0,ALL,start,initial_plan,1482,1480,1480,0,99.87,99.87,0.0,1.0,34499.81697788465586466772,23.279228730016637
2026-02-01,2026-02-01,0,ALL,ALL,overall,3228,3218,3218,0,99.69,99.69,0.0,1.0,77885.85360032722490620651,24.12820743504561
2026-02-01,2026-02-01,0,Automobile_Trade_Repair,ALL,persona,130,130,130,0,100.0,100.0,0.0,1.0,4568.17209805149653901524,35.1397853696269
2026-02-01,2026-02-01,0,BTP,ALL,persona,624,624,624,0,100.0,100.0,0.0,1.0,19390.07394282539995119365,31.073836446835575
2026-02-01,2026-02-01,0,Bankers_Insurance,ALL,persona,57,57,57,0,100.0,100.0,0.0,1.0,1423.84268075780723573532,24.979696153645744
2026-02-01,2026-02-01,0,Bikers_Drivers,ALL,persona,164,164,164,0,100.0,100.0,0.0,1.0,3299.68637136313163944071,20.12003884977519
2026-02-01,2026-02-01,0,Cleaning_CallCenters,ALL,persona,26,26,26,0,100.0,100.0,0.0,1.0,283.49848427123262458690,10.903787856585868
2026-02-01,2026-02-01,0,Consultant,ALL,persona,562,559,559,0,99.47,99.47,0.0,1.0,12885.84507763216565679350,22.928549960199582
2026-02-01,2026-02-01,0,Developer_IT,ALL,persona,266,266,266,0,100.0,100.0,0.0,1.0,7178.97557685811872956480,26.988629988188418
2026-02-01,2026-02-01,0,Media_Publishing,ALL,persona,114,114,114,0,100.0,100.0,0.0,1.0,2735.96458961424291311135,23.999689382581078
2026-02-01,2026-02-01,0,Medical_Professionals,ALL,persona,41,41,41,0,100.0,100.0,0.0,1.0,555.37047762575230447587,13.545621405506154
2026-02-01,2026-02-01,0,Others,ALL,persona,517,515,515,0,99.61,99.61,0.0,1.0,8763.78842617176662853316,16.951234866869953
2026-02-01,2026-02-01,0,Professeur,ALL,persona,92,91,91,0,98.91,98.91,0.0,1.0,1397.57110555999890512303,15.190990277826074
2026-02-01,2026-02-01,0,Repair,ALL,persona,11,11,11,0,100.0,100.0,0.0,1.0,43.50424521205477351110,3.9549313829140704
2026-02-01,2026-02-01,0,Repair_Installation,ALL,persona,2,2,2,0,100.0,100.0,0.0,1.0,11.19583898849315067100,5.597919494246575
2026-02-01,2026-02-01,0,Restauration,ALL,persona,85,84,84,0,98.82,98.82,0.0,1.0,1733.00624881957161932987,20.38830880964202
2026-02-01,2026-02-01,0,Retail,ALL,persona,451,448,448,0,99.33,99.33,0.0,1.0,11589.30369863407788034291,25.696903988102168
2026-02-01,2026-02-01,0,Wholesale,ALL,persona,86,86,86,0,100.0,100.0,0.0,1.0,2026.05473794191435477810,23.5587760225804
2026-02-01,2026-02-01,0,Automobile_Trade_Repair,business,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,1.0,209.38925269643791692900,69.7964175654793
2026-02-01,2026-02-01,0,Automobile_Trade_Repair,free,persona_x_initial_plan,29,29,29,0,100.0,100.0,0.0,1.0,415.76138050520487451494,14.336599327765686
2026-02-01,2026-02-01,0,Automobile_Trade_Repair,plus,persona_x_initial_plan,26,26,26,0,100.0,100.0,0.0,1.0,1186.87252330520294716000,45.64894320404627
2026-02-01,2026-02-01,0,Automobile_Trade_Repair,start,persona_x_initial_plan,72,72,72,0,100.0,100.0,0.0,1.0,2756.14894154465080041130,38.27984641034237
2026-02-01,2026-02-01,0,BTP,business,persona_x_initial_plan,22,22,22,0,100.0,100.0,0.0,1.0,2040.68432691506437607150,92.75837849613929
2026-02-01,2026-02-01,0,BTP,free,persona_x_initial_plan,243,243,243,0,100.0,100.0,0.0,1.0,4863.24015042682822451713,20.013333952373777
2026-02-01,2026-02-01,0,BTP,plus,persona_x_initial_plan,109,109,109,0,100.0,100.0,0.0,1.0,5721.07795137283374757232,52.48695368231958
2026-02-01,2026-02-01,0,BTP,start,persona_x_initial_plan,250,250,250,0,100.0,100.0,0.0,1.0,6765.07151411067360303270,27.060286056442695
2026-02-01,2026-02-01,0,Bankers_Insurance,free,persona_x_initial_plan,29,29,29,0,100.0,100.0,0.0,1.0,384.00080149260265310730,13.241406948020781
2026-02-01,2026-02-01,0,Bankers_Insurance,plus,persona_x_initial_plan,2,2,2,0,100.0,100.0,0.0,1.0,593.73292408657459620000,296.8664620432873
2026-02-01,2026-02-01,0,Bankers_Insurance,start,persona_x_initial_plan,26,26,26,0,100.0,100.0,0.0,1.0,446.10895517862998642802,17.158036737639613
2026-02-01,2026-02-01,0,Bikers_Drivers,business,persona_x_initial_plan,7,7,7,0,100.0,100.0,0.0,1.0,241.39077533808160066530,34.4843964768688
2026-02-01,2026-02-01,0,Bikers_Drivers,free,persona_x_initial_plan,39,39,39,0,100.0,100.0,0.0,1.0,558.49945085972563433268,14.320498739992964
2026-02-01,2026-02-01,0,Bikers_Drivers,plus,persona_x_initial_plan,29,29,29,0,100.0,100.0,0.0,1.0,1256.27181915835315632300,43.31971790201217
2026-02-01,2026-02-01,0,Bikers_Drivers,start,persona_x_initial_plan,89,89,89,0,100.0,100.0,0.0,1.0,1243.52432600697124811973,13.972183438280576
2026-02-01,2026-02-01,0,Cleaning_CallCenters,business,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,1.0,0.83063303452054793000,0.8306330345205479
2026-02-01,2026-02-01,0,Cleaning_CallCenters,free,persona_x_initial_plan,5,5,5,0,100.0,100.0,0.0,1.0,3.80058475835616159600,0.7601169516712323
2026-02-01,2026-02-01,0,Cleaning_CallCenters,plus,persona_x_initial_plan,5,5,5,0,100.0,100.0,0.0,1.0,164.37877735671216089340,32.87575547134243
2026-02-01,2026-02-01,0,Cleaning_CallCenters,start,persona_x_initial_plan,15,15,15,0,100.0,100.0,0.0,1.0,114.48848912164375416750,7.632565941442917
2026-02-01,2026-02-01,0,Consultant,business,persona_x_initial_plan,5,5,5,0,100.0,100.0,0.0,1.0,705.67457219068288159500,141.13491443813658
2026-02-01,2026-02-01,0,Consultant,free,persona_x_initial_plan,262,260,260,0,99.24,99.24,0.0,1.0,3115.06116724288815633018,11.889546439858352
2026-02-01,2026-02-01,0,Consultant,plus,persona_x_initial_plan,49,49,49,0,100.0,100.0,0.0,1.0,3317.12622809832455827650,67.69645363465969
2026-02-01,2026-02-01,0,Consultant,start,persona_x_initial_plan,246,245,245,0,99.59,99.59,0.0,1.0,5747.98311010027006059182,23.3657850004076
2026-02-01,2026-02-01,0,Developer_IT,business,persona_x_initial_plan,5,5,5,0,100.0,100.0,0.0,1.0,99.23935559506847041200,19.847871119013696
2026-02-01,2026-02-01,0,Developer_IT,free,persona_x_initial_plan,123,123,123,0,100.0,100.0,0.0,1.0,2080.44671767232775189915,16.914200956685594
2026-02-01,2026-02-01,0,Developer_IT,plus,persona_x_initial_plan,23,23,23,0,100.0,100.0,0.0,1.0,915.96882446834053614760,39.82473149862351
2026-02-01,2026-02-01,0,Developer_IT,start,persona_x_initial_plan,115,115,115,0,100.0,100.0,0.0,1.0,4083.32067912238197110605,35.50713634019463
2026-02-01,2026-02-01,0,Media_Publishing,business,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,1.0,0.23269580109588956000,0.23269580109588955
2026-02-01,2026-02-01,0,Media_Publishing,free,persona_x_initial_plan,50,50,50,0,100.0,100.0,0.0,1.0,767.65151405369754017043,15.35303028107395
2026-02-01,2026-02-01,0,Media_Publishing,plus,persona_x_initial_plan,8,8,8,0,100.0,100.0,0.0,1.0,1153.70862799999827380836,144.21357849999978
2026-02-01,2026-02-01,0,Media_Publishing,start,persona_x_initial_plan,55,55,55,0,100.0,100.0,0.0,1.0,814.37175175945120957256,14.806759122899113
2026-02-01,2026-02-01,0,Medical_Professionals,free,persona_x_initial_plan,17,17,17,0,100.0,100.0,0.0,1.0,282.82066376931411906100,16.636509633489066
2026-02-01,2026-02-01,0,Medical_Professionals,plus,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,1.0,15.65360811232876698757,5.217869370776255
2026-02-01,2026-02-01,0,Medical_Professionals,start,persona_x_initial_plan,21,21,21,0,100.0,100.0,0.0,1.0,256.89620574410941842730,12.233152654481401
2026-02-01,2026-02-01,0,Others,business,persona_x_initial_plan,7,6,6,0,85.71,85.71,0.0,1.0,853.71418318849092502300,121.95916902692727
2026-02-01,2026-02-01,0,Others,free,persona_x_initial_plan,194,194,194,0,100.0,100.0,0.0,1.0,1926.03619029424337659159,9.928021599454864
2026-02-01,2026-02-01,0,Others,plus,persona_x_initial_plan,66,65,65,0,98.48,98.48,0.0,1.0,2432.73807716328421330290,36.859667835807336
2026-02-01,2026-02-01,0,Others,start,persona_x_initial_plan,250,250,250,0,100.0,100.0,0.0,1.0,3551.29997552574811361567,14.205199902102994
2026-02-01,2026-02-01,0,Professeur,business,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,1.0,32.68796438356164900000,32.68796438356165
2026-02-01,2026-02-01,0,Professeur,free,persona_x_initial_plan,41,40,40,0,97.56,97.56,0.0,1.0,410.13908500547928976199,10.003392317206812
2026-02-01,2026-02-01,0,Professeur,plus,persona_x_initial_plan,4,4,4,0,100.0,100.0,0.0,1.0,217.86413802465709769550,54.46603450616428
2026-02-01,2026-02-01,0,Professeur,start,persona_x_initial_plan,46,46,46,0,100.0,100.0,0.0,1.0,736.87991814630086866554,16.019128655354365
2026-02-01,2026-02-01,0,Repair,free,persona_x_initial_plan,7,7,7,0,100.0,100.0,0.0,1.0,10.93004615452053380510,1.5614351649315048
2026-02-01,2026-02-01,0,Repair,plus,persona_x_initial_plan,2,2,2,0,100.0,100.0,0.0,1.0,19.63253330410958904800,9.816266652054795
2026-02-01,2026-02-01,0,Repair,start,persona_x_initial_plan,2,2,2,0,100.0,100.0,0.0,1.0,12.94166575342465065800,6.4708328767123255
2026-02-01,2026-02-01,0,Repair_Installation,start,persona_x_initial_plan,2,2,2,0,100.0,100.0,0.0,1.0,11.19583898849315067100,5.597919494246575
2026-02-01,2026-02-01,0,Restauration,free,persona_x_initial_plan,31,31,31,0,100.0,100.0,0.0,1.0,214.30234491999951799094,6.912978868387081
2026-02-01,2026-02-01,0,Restauration,plus,persona_x_initial_plan,13,12,12,0,92.31,92.31,0.0,1.0,401.56570951436897788453,30.889669962643765
2026-02-01,2026-02-01,0,Restauration,start,persona_x_initial_plan,41,41,41,0,100.0,100.0,0.0,1.0,1117.13819438520312345440,27.247273033785444
2026-02-01,2026-02-01,0,Retail,business,persona_x_initial_plan,8,8,8,0,100.0,100.0,0.0,1.0,1158.68703320492825007745,144.83587915061602
2026-02-01,2026-02-01,0,Retail,free,persona_x_initial_plan,193,192,192,0,99.48,99.48,0.0,1.0,2502.64563277369604726522,12.967075817480291
2026-02-01,2026-02-01,0,Retail,plus,persona_x_initial_plan,41,40,40,0,97.56,97.56,0.0,1.0,1926.25058247847430046841,46.981721523865225
2026-02-01,2026-02-01,0,Retail,start,persona_x_initial_plan,209,208,208,0,99.52,99.52,0.0,1.0,6001.72045017697928253183,28.716365790320474
2026-02-01,2026-02-01,0,Wholesale,business,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,1.0,0.52966849315068500000,0.529668493150685
2026-02-01,2026-02-01,0,Wholesale,free,persona_x_initial_plan,26,26,26,0,100.0,100.0,0.0,1.0,297.60343377369851393240,11.44628591437302
2026-02-01,2026-02-01,0,Wholesale,plus,persona_x_initial_plan,16,16,16,0,100.0,100.0,0.0,1.0,887.19467345534053263140,55.44966709095878
2026-02-01,2026-02-01,0,Wholesale,start,persona_x_initial_plan,43,43,43,0,100.0,100.0,0.0,1.0,840.72696221972462321430,19.551789819063366
2026-02-01,2026-03-01,1,ALL,business,initial_plan,61,54,54,0,88.52,88.52,0.0,2.0,7545.31217768984722255372,123.69364225721061
2026-02-01,2026-03-01,1,ALL,free,initial_plan,1289,1213,1213,0,94.1,94.1,0.0,2.0,23940.61056294375924832781,18.573010522066532
2026-02-01,2026-03-01,1,ALL,plus,initial_plan,396,382,380,2,96.46,95.96,0.51,1.99,32056.93739276599292307531,80.95186210294443
2026-02-01,2026-03-01,1,ALL,start,initial_plan,1482,1422,1420,2,95.95,95.82,0.13,2.0,48015.63081616833862349471,32.39921107703667
2026-02-01,2026-03-01,1,ALL,ALL,overall,3228,3071,3067,4,95.14,95.01,0.12,2.0,111558.49094956793801745155,34.55963164484756
2026-02-01,2026-03-01,1,Automobile_Trade_Repair,ALL,persona,130,127,127,0,97.69,97.69,0.0,2.0,8286.29044707423609821897,63.740695746724896
2026-02-01,2026-03-01,1,BTP,ALL,persona,624,604,604,0,96.79,96.79,0.0,2.0,33211.12406680615449458006,53.22295523526627
2026-02-01,2026-03-01,1,Bankers_Insurance,ALL,persona,57,55,55,0,96.49,96.49,0.0,2.0,5139.23665603999737616320,90.16204659719294
2026-02-01,2026-03-01,1,Bikers_Drivers,ALL,persona,164,142,142,0,86.59,86.59,0.0,2.0,4439.12869863216720145827,27.067857918488826
2026-02-01,2026-03-01,1,Cleaning_CallCenters,ALL,persona,26,25,25,0,96.15,96.15,0.0,2.0,640.50128251451999166403,24.63466471209692
2026-02-01,2026-03-01,1,Consultant,ALL,persona,562,538,537,1,95.73,95.55,0.18,2.0,17518.93379636610077366572,31.172480064708367
2026-02-01,2026-03-01,1,Developer_IT,ALL,persona,266,251,251,0,94.36,94.36,0.0,2.0,6745.04375609174404624055,25.357307353728363
2026-02-01,2026-03-01,1,Media_Publishing,ALL,persona,114,110,110,0,96.49,96.49,0.0,2.0,2928.17615513040487041902,25.685755746757938
2026-02-01,2026-03-01,1,Medical_Professionals,ALL,persona,41,39,39,0,95.12,95.12,0.0,2.0,891.81729319010831965600,21.751641297319715
2026-02-01,2026-03-01,1,Others,ALL,persona,517,491,490,1,94.97,94.78,0.19,2.0,12068.61398415363361610402,23.34354735813082
2026-02-01,2026-03-01,1,Professeur,ALL,persona,92,85,85,0,92.39,92.39,0.0,2.0,1881.75556532986000553273,20.453864840541957
2026-02-01,2026-03-01,1,Repair,ALL,persona,11,10,10,0,90.91,90.91,0.0,2.0,102.51438296821906552600,9.319489360747188
2026-02-01,2026-03-01,1,Repair_Installation,ALL,persona,2,2,2,0,100.0,100.0,0.0,2.0,23.73945026191780912000,11.869725130958905
2026-02-01,2026-03-01,1,Restauration,ALL,persona,85,83,82,1,97.65,96.47,1.18,1.99,3472.28996749298902885410,40.85047020579987
2026-02-01,2026-03-01,1,Retail,ALL,persona,451,425,424,1,94.24,94.01,0.22,2.0,11059.49623940630291303720,24.52216461065699
2026-02-01,2026-03-01,1,Wholesale,ALL,persona,86,84,84,0,97.67,97.67,0.0,2.0,3149.82920810958240721168,36.62592102453003
2026-02-01,2026-03-01,1,Automobile_Trade_Repair,business,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,2.0,585.47135230191573852300,195.15711743397193
2026-02-01,2026-03-01,1,Automobile_Trade_Repair,free,persona_x_initial_plan,29,28,28,0,96.55,96.55,0.0,2.0,565.59154571835430115317,19.50315674890877
2026-02-01,2026-03-01,1,Automobile_Trade_Repair,plus,persona_x_initial_plan,26,26,26,0,100.0,100.0,0.0,2.0,2967.09939511780135402800,114.11920750453083
2026-02-01,2026-03-01,1,Automobile_Trade_Repair,start,persona_x_initial_plan,72,70,70,0,97.22,97.22,0.0,2.0,4168.12815393616470451480,57.89066880466895
2026-02-01,2026-03-01,1,BTP,business,persona_x_initial_plan,22,21,21,0,95.45,95.45,0.0,2.0,4135.40629301039955465240,187.9730133186545
2026-02-01,2026-03-01,1,BTP,free,persona_x_initial_plan,243,233,233,0,95.88,95.88,0.0,2.0,8379.88566848053529956381,34.48512620773883
2026-02-01,2026-03-01,1,BTP,plus,persona_x_initial_plan,109,106,106,0,97.25,97.25,0.0,2.0,8757.41139038502969403987,80.34322376500027
2026-02-01,2026-03-01,1,BTP,start,persona_x_initial_plan,250,244,244,0,97.6,97.6,0.0,2.0,11938.42071493018994632398,47.753682859720755
2026-02-01,2026-03-01,1,Bankers_Insurance,free,persona_x_initial_plan,29,27,27,0,93.1,93.1,0.0,2.0,3326.69351125095854952920,114.71356935348133
2026-02-01,2026-03-01,1,Bankers_Insurance,plus,persona_x_initial_plan,2,2,2,0,100.0,100.0,0.0,2.0,1323.02248335890224380000,661.5112416794511
2026-02-01,2026-03-01,1,Bankers_Insurance,start,persona_x_initial_plan,26,26,26,0,100.0,100.0,0.0,2.0,489.52066143013658283400,18.827717747312946
2026-02-01,2026-03-01,1,Bikers_Drivers,business,persona_x_initial_plan,7,6,6,0,85.71,85.71,0.0,2.0,556.33443243397210153720,79.47634749056745
2026-02-01,2026-03-01,1,Bikers_Drivers,free,persona_x_initial_plan,39,33,33,0,84.62,84.62,0.0,2.0,229.46470627287614027930,5.883710417253234
2026-02-01,2026-03-01,1,Bikers_Drivers,plus,persona_x_initial_plan,29,28,28,0,96.55,96.55,0.0,2.0,1816.30042657807689403798,62.631049192347476
2026-02-01,2026-03-01,1,Bikers_Drivers,start,persona_x_initial_plan,89,75,75,0,84.27,84.27,0.0,2.0,1837.02913334724206560379,20.640776779182495
2026-02-01,2026-03-01,1,Cleaning_CallCenters,business,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,2.0,80.06198430027397261500,80.06198430027398
