revenue_lifecycle_state,persona,initial_subscription_group,segment_level,companies,segment_company_share_pct,revenue_type,last_observed_revenue
Churned proxy,Consultant,plus,persona_x_initial_plan,10,4.31,Subscription,145.00000000000000000000
Churned proxy,Consultant,plus,persona_x_initial_plan,10,4.31,Total revenue,397.87621787443641631330
Active,Consultant,start,persona_x_initial_plan,1346,95.39,Banking fees,3001.56000000000000000000
Active,Consultant,start,persona_x_initial_plan,1346,95.39,Deposit interest,23953.72818511123372622498
Active,Consultant,start,persona_x_initial_plan,1346,95.39,Interchange,18354.88020059989942684600
Active,Consultant,start,persona_x_initial_plan,1346,95.39,Subscription,12726.12262096464516000000
Active,Consultant,start,persona_x_initial_plan,1346,95.39,Total revenue,58036.29100667577831307098
At-risk,Consultant,start,persona_x_initial_plan,38,2.69,Banking fees,0.32000000000000000000
At-risk,Consultant,start,persona_x_initial_plan,38,2.69,Deposit interest,192.50105304931508075946
At-risk,Consultant,start,persona_x_initial_plan,38,2.69,Interchange,49.39829999999976499000
At-risk,Consultant,start,persona_x_initial_plan,38,2.69,Subscription,326.00000000000000000000
At-risk,Consultant,start,persona_x_initial_plan,38,2.69,Total revenue,568.21935304931484574946
Churned proxy,Consultant,start,persona_x_initial_plan,27,1.91,Banking fees,0.00000000000000000000
Churned proxy,Consultant,start,persona_x_initial_plan,27,1.91,Deposit interest,10.57056759780822325097
Churned proxy,Consultant,start,persona_x_initial_plan,27,1.91,Interchange,61.51823531002747620000
Churned proxy,Consultant,start,persona_x_initial_plan,27,1.91,Subscription,224.77083333300000000000
Churned proxy,Consultant,start,persona_x_initial_plan,27,1.91,Total revenue,296.85963624083569945097
Active,Developer_IT,business,persona_x_initial_plan,17,80.95,Banking fees,0.00000000000000000000
Active,Developer_IT,business,persona_x_initial_plan,17,80.95,Deposit interest,154.67429727287672066609
Active,Developer_IT,business,persona_x_initial_plan,17,80.95,Interchange,671.93193959999642840000
Active,Developer_IT,business,persona_x_initial_plan,17,80.95,Subscription,905.00000000000000000000
Active,Developer_IT,business,persona_x_initial_plan,17,80.95,Total revenue,1731.60623687287314906609
At-risk,Developer_IT,business,persona_x_initial_plan,3,14.29,Banking fees,0.00000000000000000000
At-risk,Developer_IT,business,persona_x_initial_plan,3,14.29,Deposit interest,0.69881371616438354500
At-risk,Developer_IT,business,persona_x_initial_plan,3,14.29,Interchange,5.51098799999997670000
At-risk,Developer_IT,business,persona_x_initial_plan,3,14.29,Subscription,240.00000000000000000000
At-risk,Developer_IT,business,persona_x_initial_plan,3,14.29,Total revenue,246.20980171616436024500
Churned proxy,Developer_IT,business,persona_x_initial_plan,1,4.76,Banking fees,0.00000000000000000000
Churned proxy,Developer_IT,business,persona_x_initial_plan,1,4.76,Deposit interest,5.50331420054794500000
Churned proxy,Developer_IT,business,persona_x_initial_plan,1,4.76,Interchange,1349.71807026989560000000
Churned proxy,Developer_IT,business,persona_x_initial_plan,1,4.76,Subscription,80.00000000000000000000
Churned proxy,Developer_IT,business,persona_x_initial_plan,1,4.76,Total revenue,1435.22138447044354500000
Active,Developer_IT,free,persona_x_initial_plan,598,91.44,Banking fees,4347.60000000000000000000
Active,Developer_IT,free,persona_x_initial_plan,598,91.44,Deposit interest,9945.02300351835662141521
Active,Developer_IT,free,persona_x_initial_plan,598,91.44,Interchange,4066.79794919997816842754
Active,Developer_IT,free,persona_x_initial_plan,598,91.44,Subscription,219.56749999999999800000
Active,Developer_IT,free,persona_x_initial_plan,598,91.44,Total revenue,18578.98845271833478784275
At-risk,Developer_IT,free,persona_x_initial_plan,30,4.59,Banking fees,281.56000000000000000000
At-risk,Developer_IT,free,persona_x_initial_plan,30,4.59,Deposit interest,46.04789908328767279105
At-risk,Developer_IT,free,persona_x_initial_plan,30,4.59,Interchange,134.92681379999943947000
At-risk,Developer_IT,free,persona_x_initial_plan,30,4.59,Subscription,21.65000000000000000000
At-risk,Developer_IT,free,persona_x_initial_plan,30,4.59,Total revenue,484.18471288328711226105
Churned proxy,Developer_IT,free,persona_x_initial_plan,26,3.98,Banking fees,281.04000000000000000000
Churned proxy,Developer_IT,free,persona_x_initial_plan,26,3.98,Deposit interest,24.77138501863014498566
Churned proxy,Developer_IT,free,persona_x_initial_plan,26,3.98,Interchange,37.16567943530997448000
Churned proxy,Developer_IT,free,persona_x_initial_plan,26,3.98,Subscription,0.00000000000000000000
Churned proxy,Developer_IT,free,persona_x_initial_plan,26,3.98,Total revenue,342.97706445394011946566
Active,Developer_IT,plus,persona_x_initial_plan,105,89.74,Banking fees,139.00000000000000000000
Active,Developer_IT,plus,persona_x_initial_plan,105,89.74,Deposit interest,2034.67728783726029470203
Active,Developer_IT,plus,persona_x_initial_plan,105,89.74,Interchange,4525.95155399997536027000
Active,Developer_IT,plus,persona_x_initial_plan,105,89.74,Subscription,2146.39280913800000000000
Active,Developer_IT,plus,persona_x_initial_plan,105,89.74,Total revenue,8846.02165097523565497203
At-risk,Developer_IT,plus,persona_x_initial_plan,6,5.13,Banking fees,0.00000000000000000000
At-risk,Developer_IT,plus,persona_x_initial_plan,6,5.13,Deposit interest,30.00249022356164702960
At-risk,Developer_IT,plus,persona_x_initial_plan,6,5.13,Interchange,1.70999999999999310000
At-risk,Developer_IT,plus,persona_x_initial_plan,6,5.13,Subscription,125.00000000000000000000
At-risk,Developer_IT,plus,persona_x_initial_plan,6,5.13,Total revenue,156.71249022356164012960
Churned proxy,Developer_IT,plus,persona_x_initial_plan,6,5.13,Banking fees,0.00000000000000000000
Churned proxy,Developer_IT,plus,persona_x_initial_plan,6,5.13,Deposit interest,23.85193713863016581580
Churned proxy,Developer_IT,plus,persona_x_initial_plan,6,5.13,Interchange,5.13163799999997310000
Churned proxy,Developer_IT,plus,persona_x_initial_plan,6,5.13,Subscription,75.00000000000000000000
Churned proxy,Developer_IT,plus,persona_x_initial_plan,6,5.13,Total revenue,103.98357513863013891580
Active,Developer_IT,start,persona_x_initial_plan,616,96.7,Banking fees,2098.40000000000000000000
Active,Developer_IT,start,persona_x_initial_plan,616,96.7,Deposit interest,11286.07649001479488058041
Active,Developer_IT,start,persona_x_initial_plan,616,96.7,Interchange,6454.46484179996501028000
Active,Developer_IT,start,persona_x_initial_plan,616,96.7,Subscription,5756.22798694300000200000
Active,Developer_IT,start,persona_x_initial_plan,616,96.7,Total revenue,25595.16931875775989286041
At-risk,Developer_IT,start,persona_x_initial_plan,13,2.04,Banking fees,0.60000000000000000000
At-risk,Developer_IT,start,persona_x_initial_plan,13,2.04,Deposit interest,73.63369314246576596128
At-risk,Developer_IT,start,persona_x_initial_plan,13,2.04,Interchange,20.99343599999989610000
At-risk,Developer_IT,start,persona_x_initial_plan,13,2.04,Subscription,125.93750000000000000000
At-risk,Developer_IT,start,persona_x_initial_plan,13,2.04,Total revenue,221.16462914246566206128
Churned proxy,Developer_IT,start,persona_x_initial_plan,8,1.26,Banking fees,0.00000000000000000000
Churned proxy,Developer_IT,start,persona_x_initial_plan,8,1.26,Deposit interest,8.26726491726027749600
Churned proxy,Developer_IT,start,persona_x_initial_plan,8,1.26,Interchange,145.09310066324899690500
Churned proxy,Developer_IT,start,persona_x_initial_plan,8,1.26,Subscription,55.00000000000000000000
Churned proxy,Developer_IT,start,persona_x_initial_plan,8,1.26,Total revenue,208.36036558050927440100
Active,Media_Publishing,business,persona_x_initial_plan,3,75.0,Banking fees,0.00000000000000000000
Active,Media_Publishing,business,persona_x_initial_plan,3,75.0,Deposit interest,9.09398320054794508800
Active,Media_Publishing,business,persona_x_initial_plan,3,75.0,Interchange,136.44413999999926600000
Active,Media_Publishing,business,persona_x_initial_plan,3,75.0,Subscription,160.00000000000000000000
Active,Media_Publishing,business,persona_x_initial_plan,3,75.0,Total revenue,305.53812320054721108800
At-risk,Media_Publishing,business,persona_x_initial_plan,1,25.0,Banking fees,0.00000000000000000000
At-risk,Media_Publishing,business,persona_x_initial_plan,1,25.0,Deposit interest,0.00018859561643835618
At-risk,Media_Publishing,business,persona_x_initial_plan,1,25.0,Interchange,0.00000000000000000000
At-risk,Media_Publishing,business,persona_x_initial_plan,1,25.0,Subscription,80.00000000000000000000
At-risk,Media_Publishing,business,persona_x_initial_plan,1,25.0,Total revenue,80.00018859561643835618
Active,Media_Publishing,free,persona_x_initial_plan,272,93.79,Banking fees,1138.36000000000000000000
Active,Media_Publishing,free,persona_x_initial_plan,272,93.79,Deposit interest,1185.08313029095894914953
Active,Media_Publishing,free,persona_x_initial_plan,272,93.79,Interchange,1340.26508159999273464600
Active,Media_Publishing,free,persona_x_initial_plan,272,93.79,Subscription,141.11000000000000200000
Active,Media_Publishing,free,persona_x_initial_plan,272,93.79,Total revenue,3804.81821189095168579553
At-risk,Media_Publishing,free,persona_x_initial_plan,13,4.48,Banking fees,2.40000000000000000000
At-risk,Media_Publishing,free,persona_x_initial_plan,13,4.48,Deposit interest,11.92437332767123258786
At-risk,Media_Publishing,free,persona_x_initial_plan,13,4.48,Interchange,20.90780999999989954100
At-risk,Media_Publishing,free,persona_x_initial_plan,13,4.48,Subscription,0.00000000000000000000
At-risk,Media_Publishing,free,persona_x_initial_plan,13,4.48,Total revenue,35.23218332767113212886
Churned proxy,Media_Publishing,free,persona_x_initial_plan,5,1.72,Banking fees,0.00000000000000000000
Churned proxy,Media_Publishing,free,persona_x_initial_plan,5,1.72,Deposit interest,0.66545836493150706768
Churned proxy,Media_Publishing,free,persona_x_initial_plan,5,1.72,Interchange,0.00000000000000000000
Churned proxy,Media_Publishing,free,persona_x_initial_plan,5,1.72,Subscription,0.00000000000000000000
Churned proxy,Media_Publishing,free,persona_x_initial_plan,5,1.72,Total revenue,0.66545836493150706768
Active,Media_Publishing,plus,persona_x_initial_plan,37,94.87,Banking fees,218.14000000000000000000
Active,Media_Publishing,plus,persona_x_initial_plan,37,94.87,Deposit interest,1277.19614264438355397280
Active,Media_Publishing,plus,persona_x_initial_plan,37,94.87,Interchange,1996.02804059998875844100
Active,Media_Publishing,plus,persona_x_initial_plan,37,94.87,Subscription,756.00000000000000000000
Active,Media_Publishing,plus,persona_x_initial_plan,37,94.87,Total revenue,4247.36418324437231241380
At-risk,Media_Publishing,plus,persona_x_initial_plan,1,2.56,Banking fees,0.00000000000000000000
At-risk,Media_Publishing,plus,persona_x_initial_plan,1,2.56,Deposit interest,0.00046524054794520550
At-risk,Media_Publishing,plus,persona_x_initial_plan,1,2.56,Interchange,0.00000000000000000000
At-risk,Media_Publishing,plus,persona_x_initial_plan,1,2.56,Subscription,0.00000000000000000000
At-risk,Media_Publishing,plus,persona_x_initial_plan,1,2.56,Total revenue,0.00046524054794520550
Churned proxy,Media_Publishing,plus,persona_x_initial_plan,1,2.56,Banking fees,0.00000000000000000000
Churned proxy,Media_Publishing,plus,persona_x_initial_plan,1,2.56,Deposit interest,0.00012367123287671233
Churned proxy,Media_Publishing,plus,persona_x_initial_plan,1,2.56,Interchange,0.03360067980960969300
Churned proxy,Media_Publishing,plus,persona_x_initial_plan,1,2.56,Subscription,25.00000000000000000000
Churned proxy,Media_Publishing,plus,persona_x_initial_plan,1,2.56,Total revenue,25.03372435104248640533
Active,Media_Publishing,start,persona_x_initial_plan,301,96.17,Banking fees,2005.22000000000000000000
Active,Media_Publishing,start,persona_x_initial_plan,301,96.17,Deposit interest,4528.96474526958937681941
Active,Media_Publishing,start,persona_x_initial_plan,301,96.17,Interchange,3162.64681799998273110000
Active,Media_Publishing,start,persona_x_initial_plan,301,96.17,Subscription,2829.12021848700000000000
Active,Media_Publishing,start,persona_x_initial_plan,301,96.17,Total revenue,12525.95178175657210791941
At-risk,Media_Publishing,start,persona_x_initial_plan,9,2.88,Banking fees,26.12000000000000000000
At-risk,Media_Publishing,start,persona_x_initial_plan,9,2.88,Deposit interest,1.31818491287671256707
At-risk,Media_Publishing,start,persona_x_initial_plan,9,2.88,Interchange,18.99236699999990640000
At-risk,Media_Publishing,start,persona_x_initial_plan,9,2.88,Subscription,55.00000000000000000000
At-risk,Media_Publishing,start,persona_x_initial_plan,9,2.88,Total revenue,101.43055191287661896707
Churned proxy,Media_Publishing,start,persona_x_initial_plan,3,0.96,Banking fees,138.00000000000000000000
Churned proxy,Media_Publishing,start,persona_x_initial_plan,3,0.96,Deposit interest,28.26723095068492842430
Churned proxy,Media_Publishing,start,persona_x_initial_plan,3,0.96,Interchange,0.00000000000000000000
Churned proxy,Media_Publishing,start,persona_x_initial_plan,3,0.96,Subscription,22.00000000000000000000
Churned proxy,Media_Publishing,start,persona_x_initial_plan,3,0.96,Total revenue,188.26723095068492842430
Active,Medical_Professionals,free,persona_x_initial_plan,96,96.97,Banking fees,181.59999999999999960000
Active,Medical_Professionals,free,persona_x_initial_plan,96,96.97,Deposit interest,1152.16915494246579110700
Active,Medical_Professionals,free,persona_x_initial_plan,96,96.97,Interchange,390.82780799999789196400
Active,Medical_Professionals,free,persona_x_initial_plan,96,96.97,Subscription,29.00000000000000000000
Active,Medical_Professionals,free,persona_x_initial_plan,96,96.97,Total revenue,1753.59696294246368267100
At-risk,Medical_Professionals,free,persona_x_initial_plan,3,3.03,Banking fees,6.00000000000000000000
At-risk,Medical_Professionals,free,persona_x_initial_plan,3,3.03,Deposit interest,2.72473931780821982120
At-risk,Medical_Professionals,free,persona_x_initial_plan,3,3.03,Interchange,0.51299999999999757000
At-risk,Medical_Professionals,free,persona_x_initial_plan,3,3.03,Subscription,0.00000000000000000000
At-risk,Medical_Professionals,free,persona_x_initial_plan,3,3.03,Total revenue,9.23773931780821739120
Active,Medical_Professionals,plus,persona_x_initial_plan,9,90.0,Banking fees,74.40000000000000000000
Active,Medical_Professionals,plus,persona_x_initial_plan,9,90.0,Deposit interest,785.93963042904102960000
Active,Medical_Professionals,plus,persona_x_initial_plan,9,90.0,Interchange,595.13137199999679340000
Active,Medical_Professionals,plus,persona_x_initial_plan,9,90.0,Subscription,200.00000000000000000000
Active,Medical_Professionals,plus,persona_x_initial_plan,9,90.0,Total revenue,1655.47100242903782300000
At-risk,Medical_Professionals,plus,persona_x_initial_plan,1,10.0,Banking fees,0.00000000000000000000
At-risk,Medical_Professionals,plus,persona_x_initial_plan,1,10.0,Deposit interest,0.01323726027397260400
At-risk,Medical_Professionals,plus,persona_x_initial_plan,1,10.0,Interchange,0.00000000000000000000
At-risk,Medical_Professionals,plus,persona_x_initial_plan,1,10.0,Subscription,0.00000000000000000000
At-risk,Medical_Professionals,plus,persona_x_initial_plan,1,10.0,Total revenue,0.01323726027397260400
Active,Medical_Professionals,start,persona_x_initial_plan,108,95.58,Banking fees,55.40000000000000000000
Active,Medical_Professionals,start,persona_x_initial_plan,108,95.58,Deposit interest,1105.18952932821915867850
Active,Medical_Professionals,start,persona_x_initial_plan,108,95.58,Interchange,1176.95411999999359024000
Active,Medical_Professionals,start,persona_x_initial_plan,108,95.58,Subscription,991.93548387100000000000
Active,Medical_Professionals,start,persona_x_initial_plan,108,95.58,Total revenue,3329.47913319921274891850
At-risk,Medical_Professionals,start,persona_x_initial_plan,2,1.77,Banking fees,0.00000000000000000000
At-risk,Medical_Professionals,start,persona_x_initial_plan,2,1.77,Deposit interest,0.02040849315068493494
At-risk,Medical_Professionals,start,persona_x_initial_plan,2,1.77,Interchange,0.00000000000000000000
At-risk,Medical_Professionals,start,persona_x_initial_plan,2,1.77,Subscription,0.00000000000000000000
At-risk,Medical_Professionals,start,persona_x_initial_plan,2,1.77,Total revenue,0.02040849315068493494
Churned proxy,Medical_Professionals,start,persona_x_initial_plan,3,2.65,Banking fees,0.00000000000000000000
Churned proxy,Medical_Professionals,start,persona_x_initial_plan,3,2.65,Deposit interest,2.80921698630136975000
Churned proxy,Medical_Professionals,start,persona_x_initial_plan,3,2.65,Interchange,0.00000000000000000000
Churned proxy,Medical_Professionals,start,persona_x_initial_plan,3,2.65,Subscription,22.00000000000000000000
Churned proxy,Medical_Professionals,start,persona_x_initial_plan,3,2.65,Total revenue,24.80921698630136975000
Active,Others,business,persona_x_initial_plan,34,54.84,Banking fees,507.97999999999999860000
Active,Others,business,persona_x_initial_plan,34,54.84,Deposit interest,719.94673782191782731476
Active,Others,business,persona_x_initial_plan,34,54.84,Interchange,915.23634479999503424000
Active,Others,business,persona_x_initial_plan,34,54.84,Subscription,2130.00000000000000000000
Active,Others,business,persona_x_initial_plan,34,54.84,Total revenue,4273.16308262191286015476
At-risk,Others,business,persona_x_initial_plan,11,17.74,Banking fees,30.65999999999999910000
At-risk,Others,business,persona_x_initial_plan,11,17.74,Deposit interest,12.69032683013698770123
At-risk,Others,business,persona_x_initial_plan,11,17.74,Interchange,21.91885199999989412000
At-risk,Others,business,persona_x_initial_plan,11,17.74,Subscription,651.00000000000000000000
At-risk,Others,business,persona_x_initial_plan,11,17.74,Total revenue,716.26917883013688092123
Churned proxy,Others,business,persona_x_initial_plan,17,27.42,Banking fees,4.00000000000000000000
Churned proxy,Others,business,persona_x_initial_plan,17,27.42,Deposit interest,74.85963387452056940400
Churned proxy,Others,business,persona_x_initial_plan,17,27.42,Interchange,2441.47702553822611500000
Churned proxy,Others,business,persona_x_initial_plan,17,27.42,Subscription,160.00000000000000000000
Churned proxy,Others,business,persona_x_initial_plan,17,27.42,Total revenue,2680.33665941274668440400
Active,Others,free,persona_x_initial_plan,1070,92.72,Banking fees,3338.04000000000000000000
Active,Others,free,persona_x_initial_plan,1070,92.72,Deposit interest,5237.46517026794550032389
Active,Others,free,persona_x_initial_plan,1070,92.72,Interchange,7370.21359619996012403900
Active,Others,free,persona_x_initial_plan,1070,92.72,Subscription,627.40548387100000400000
Active,Others,free,persona_x_initial_plan,1070,92.72,Total revenue,16573.12425033890562836289
At-risk,Others,free,persona_x_initial_plan,54,4.68,Banking fees,166.68000000000000000000
At-risk,Others,free,persona_x_initial_plan,54,4.68,Deposit interest,35.67119328109589721341
At-risk,Others,free,persona_x_initial_plan,54,4.68,Interchange,63.31528799999970892000
At-risk,Others,free,persona_x_initial_plan,54,4.68,Subscription,23.87999999999999900000
At-risk,Others,free,persona_x_initial_plan,54,4.68,Total revenue,289.54648128109560513341
Churned proxy,Others,free,persona_x_initial_plan,30,2.6,Banking fees,162.00000000000000000000
Churned proxy,Others,free,persona_x_initial_plan,30,2.6,Deposit interest,304.35077327013691402093
Churned proxy,Others,free,persona_x_initial_plan,30,2.6,Interchange,527.97665914263122323000
Churned proxy,Others,free,persona_x_initial_plan,30,2.6,Subscription,46.15000000000000000000
Churned proxy,Others,free,persona_x_initial_plan,30,2.6,Total revenue,1040.47743241276813725093
Active,Others,plus,persona_x_initial_plan,350,88.16,Banking fees,1953.26000000000000000000
Active,Others,plus,persona_x_initial_plan,350,88.16,Deposit interest,3282.26928084876721780993
Active,Others,plus,persona_x_initial_plan,350,88.16,Interchange,10664.78538059994245742400
Active,Others,plus,persona_x_initial_plan,350,88.16,Subscription,7553.62499999800000000000
Active,Others,plus,persona_x_initial_plan,350,88.16,Total revenue,23453.93966144670967523393
At-risk,Others,plus,persona_x_initial_plan,23,5.79,Banking fees,0.00000000000000000000
At-risk,Others,plus,persona_x_initial_plan,23,5.79,Deposit interest,35.78039971671233449735
At-risk,Others,plus,persona_x_initial_plan,23,5.79,Interchange,96.47468999999958499000
At-risk,Others,plus,persona_x_initial_plan,23,5.79,Subscription,211.00000000000000000000
At-risk,Others,plus,persona_x_initial_plan,23,5.79,Total revenue,343.25508971671191948735
Churned proxy,Others,plus,persona_x_initial_plan,24,6.05,Banking fees,4.00000000000000000000
Churned proxy,Others,plus,persona_x_initial_plan,24,6.05,Deposit interest,23.26577156986302658462
Churned proxy,Others,plus,persona_x_initial_plan,24,6.05,Interchange,267.26893073229130670000
Churned proxy,Others,plus,persona_x_initial_plan,24,6.05,Subscription,150.00000000000000000000
Churned proxy,Others,plus,persona_x_initial_plan,24,6.05,Total revenue,444.53470230215433328462
Active,Others,start,persona_x_initial_plan,1224,93.01,Banking fees,4417.74000000000000000000
Active,Others,start,persona_x_initial_plan,1224,93.01,Deposit interest,8772.62302921369882084012
Active,Others,start,persona_x_initial_plan,1224,93.01,Interchange,15425.16468119991641594200
Active,Others,start,persona_x_initial_plan,1224,93.01,Subscription,11819.05384408653124750000
Active,Others,start,persona_x_initial_plan,1224,93.01,Total revenue,40434.58155450014648428212
At-risk,Others,start,persona_x_initial_plan,56,4.26,Banking fees,23.88000000000000000000
At-risk,Others,start,persona_x_initial_plan,56,4.26,Deposit interest,59.32644137095889882894
At-risk,Others,start,persona_x_initial_plan,56,4.26,Interchange,892.99864619999633573000
At-risk,Others,start,persona_x_initial_plan,56,4.26,Subscription,383.62500000000000000000
At-risk,Others,start,persona_x_initial_plan,56,4.26,Total revenue,1359.83008757095523455894
Churned proxy,Others,start,persona_x_initial_plan,36,2.74,Banking fees,10.00000000000000000000
Churned proxy,Others,start,persona_x_initial_plan,36,2.74,Deposit interest,13.04713062246576171829
Churned proxy,Others,start,persona_x_initial_plan,36,2.74,Interchange,251.58369701221017127000
Churned proxy,Others,start,persona_x_initial_plan,36,2.74,Subscription,183.00000000000000000000
Churned proxy,Others,start,persona_x_initial_plan,36,2.74,Total revenue,457.63082763467593298829
Active,Professeur,business,persona_x_initial_plan,2,50.0,Banking fees,100.00000000000000000000
Active,Professeur,business,persona_x_initial_plan,2,50.0,Deposit interest,67.80628691123288340000
Active,Professeur,business,persona_x_initial_plan,2,50.0,Interchange,231.81125399999876500000
Active,Professeur,business,persona_x_initial_plan,2,50.0,Subscription,160.00000000000000000000
Active,Professeur,business,persona_x_initial_plan,2,50.0,Total revenue,559.61754091123164840000
At-risk,Professeur,business,persona_x_initial_plan,1,25.0,Banking fees,0.00000000000000000000
At-risk,Professeur,business,persona_x_initial_plan,1,25.0,Deposit interest,0.01347494849315068600
At-risk,Professeur,business,persona_x_initial_plan,1,25.0,Interchange,0.17099999999999932000
At-risk,Professeur,business,persona_x_initial_plan,1,25.0,Subscription,80.00000000000000000000
At-risk,Professeur,business,persona_x_initial_plan,1,25.0,Total revenue,80.18447494849315000600
Churned proxy,Professeur,business,persona_x_initial_plan,1,25.0,Banking fees,0.00000000000000000000
Churned proxy,Professeur,business,persona_x_initial_plan,1,25.0,Deposit interest,0.37139867397260273000
Churned proxy,Professeur,business,persona_x_initial_plan,1,25.0,Interchange,100.11322549273208000000
Churned proxy,Professeur,business,persona_x_initial_plan,1,25.0,Subscription,0.00000000000000000000
Churned proxy,Professeur,business,persona_x_initial_plan,1,25.0,Total revenue,100.48462416670468273000
Active,Professeur,free,persona_x_initial_plan,228,91.57,Banking fees,451.10000000000000000000
Active,Professeur,free,persona_x_initial_plan,228,91.57,Deposit interest,1063.95005235616454057223
Active,Professeur,free,persona_x_initial_plan,228,91.57,Interchange,1040.40510299999444359400
Active,Professeur,free,persona_x_initial_plan,228,91.57,Subscription,222.58000000000000000000
Active,Professeur,free,persona_x_initial_plan,228,91.57,Total revenue,2778.03515535615898416623
At-risk,Professeur,free,persona_x_initial_plan,12,4.82,Banking fees,8.00000000000000000000
At-risk,Professeur,free,persona_x_initial_plan,12,4.82,Deposit interest,4.81809128054794484290
At-risk,Professeur,free,persona_x_initial_plan,12,4.82,Interchange,1.98907199999999200000
At-risk,Professeur,free,persona_x_initial_plan,12,4.82,Subscription,0.00000000000000000000
At-risk,Professeur,free,persona_x_initial_plan,12,4.82,Total revenue,14.80716328054793684290
Churned proxy,Professeur,free,persona_x_initial_plan,9,3.61,Banking fees,0.80000000000000000000
Churned proxy,Professeur,free,persona_x_initial_plan,9,3.61,Deposit interest,12.62192227178082517252
Churned proxy,Professeur,free,persona_x_initial_plan,9,3.61,Interchange,0.00000000000000000000
Churned proxy,Professeur,free,persona_x_initial_plan,9,3.61,Subscription,0.00000000000000000000
Churned proxy,Professeur,free,persona_x_initial_plan,9,3.61,Total revenue,13.42192227178082517252
Active,Professeur,plus,persona_x_initial_plan,32,96.97,Banking fees,170.00000000000000000000
Active,Professeur,plus,persona_x_initial_plan,32,96.97,Deposit interest,746.73809286082205876397
Active,Professeur,plus,persona_x_initial_plan,32,96.97,Interchange,732.74902919999596020000
Active,Professeur,plus,persona_x_initial_plan,32,96.97,Subscription,669.81720430100000000000
Active,Professeur,plus,persona_x_initial_plan,32,96.97,Total revenue,2319.30432636181801896397
At-risk,Professeur,plus,persona_x_initial_plan,1,3.03,Banking fees,0.00000000000000000000
At-risk,Professeur,plus,persona_x_initial_plan,1,3.03,Deposit interest,3.97397167232876700000
At-risk,Professeur,plus,persona_x_initial_plan,1,3.03,Interchange,596.27161799999772000000
At-risk,Professeur,plus,persona_x_initial_plan,1,3.03,Subscription,25.00000000000000000000
At-risk,Professeur,plus,persona_x_initial_plan,1,3.03,Total revenue,625.24558967232648700000
Active,Professeur,start,persona_x_initial_plan,246,95.72,Banking fees,398.20000000000000000000
Active,Professeur,start,persona_x_initial_plan,246,95.72,Deposit interest,1700.54891417808232093902
Active,Professeur,start,persona_x_initial_plan,246,95.72,Interchange,1994.13513539998927910000
Active,Professeur,start,persona_x_initial_plan,246,95.72,Subscription,2438.15456989200000000000
Active,Professeur,start,persona_x_initial_plan,246,95.72,Total revenue,6531.03861947007160003902
At-risk,Professeur,start,persona_x_initial_plan,6,2.33,Banking fees,0.00000000000000000000
At-risk,Professeur,start,persona_x_initial_plan,6,2.33,Deposit interest,3.07145060164383647530
At-risk,Professeur,start,persona_x_initial_plan,6,2.33,Interchange,7.38685799999996395000
At-risk,Professeur,start,persona_x_initial_plan,6,2.33,Subscription,66.00000000000000000000
At-risk,Professeur,start,persona_x_initial_plan,6,2.33,Total revenue,76.45830860164380042530
Churned proxy,Professeur,start,persona_x_initial_plan,5,1.95,Banking fees,0.00000000000000000000
Churned proxy,Professeur,start,persona_x_initial_plan,5,1.95,Deposit interest,0.85962503561643826050
Churned proxy,Professeur,start,persona_x_initial_plan,5,1.95,Interchange,11.84527445398180440000
Churned proxy,Professeur,start,persona_x_initial_plan,5,1.95,Subscription,11.00000000000000000000
Churned proxy,Professeur,start,persona_x_initial_plan,5,1.95,Total revenue,23.70489948959824266050
Churned proxy,Repair,business,persona_x_initial_plan,1,100.0,Banking fees,0.00000000000000000000
Churned proxy,Repair,business,persona_x_initial_plan,1,100.0,Deposit interest,0.51576078904109600000
Churned proxy,Repair,business,persona_x_initial_plan,1,100.0,Interchange,139.81914882374784000000
Churned proxy,Repair,business,persona_x_initial_plan,1,100.0,Subscription,0.00000000000000000000
Churned proxy,Repair,business,persona_x_initial_plan,1,100.0,Total revenue,140.33490961278893600000
Active,Repair,free,persona_x_initial_plan,52,83.87,Banking fees,39.20000000000000000000
Active,Repair,free,persona_x_initial_plan,52,83.87,Deposit interest,81.42094764109589560664
Active,Repair,free,persona_x_initial_plan,52,83.87,Interchange,511.52131799999728465500
Active,Repair,free,persona_x_initial_plan,52,83.87,Subscription,47.00000000000000000000
Active,Repair,free,persona_x_initial_plan,52,83.87,Total revenue,679.14226564109318026164
At-risk,Repair,free,persona_x_initial_plan,5,8.06,Banking fees,24.00000000000000000000
At-risk,Repair,free,persona_x_initial_plan,5,8.06,Deposit interest,9.27430694794520665600
At-risk,Repair,free,persona_x_initial_plan,5,8.06,Interchange,1.49939999999999319000
At-risk,Repair,free,persona_x_initial_plan,5,8.06,Subscription,0.00000000000000000000
At-risk,Repair,free,persona_x_initial_plan,5,8.06,Total revenue,34.77370694794519984600
Churned proxy,Repair,free,persona_x_initial_plan,5,8.06,Banking fees,4.00000000000000000000
Churned proxy,Repair,free,persona_x_initial_plan,5,8.06,Deposit interest,6.00567132986301515253
Churned proxy,Repair,free,persona_x_initial_plan,5,8.06,Interchange,0.00000000000000000000
Churned proxy,Repair,free,persona_x_initial_plan,5,8.06,Subscription,0.00000000000000000000
Churned proxy,Repair,free,persona_x_initial_plan,5,8.06,Total revenue,10.00567132986301515253
