revenue_lifecycle_state,persona,initial_subscription_group,segment_level,companies,segment_company_share_pct,revenue_type,last_observed_revenue
At-risk,Automobile_Trade_Repair,free,persona_x_initial_plan,17,8.42,Subscription,0.00000000000000000000
At-risk,Automobile_Trade_Repair,free,persona_x_initial_plan,17,8.42,Total revenue,90.59046765041074898397
Churned proxy,Automobile_Trade_Repair,free,persona_x_initial_plan,7,3.47,Banking fees,44.00000000000000000000
Churned proxy,Automobile_Trade_Repair,free,persona_x_initial_plan,7,3.47,Deposit interest,66.45047682082197004290
Churned proxy,Automobile_Trade_Repair,free,persona_x_initial_plan,7,3.47,Interchange,34.11892782729789900000
Churned proxy,Automobile_Trade_Repair,free,persona_x_initial_plan,7,3.47,Subscription,0.00000000000000000000
Churned proxy,Automobile_Trade_Repair,free,persona_x_initial_plan,7,3.47,Total revenue,144.56940464811986904290
Active,Automobile_Trade_Repair,plus,persona_x_initial_plan,146,90.68,Banking fees,517.36000000000000900000
Active,Automobile_Trade_Repair,plus,persona_x_initial_plan,146,90.68,Deposit interest,1595.12196490904118536541
Active,Automobile_Trade_Repair,plus,persona_x_initial_plan,146,90.68,Interchange,7152.71739479996139200800
Active,Automobile_Trade_Repair,plus,persona_x_initial_plan,146,90.68,Subscription,3199.13978494600000000000
Active,Automobile_Trade_Repair,plus,persona_x_initial_plan,146,90.68,Total revenue,12464.33914465500258637341
At-risk,Automobile_Trade_Repair,plus,persona_x_initial_plan,7,4.35,Banking fees,0.00000000000000000000
At-risk,Automobile_Trade_Repair,plus,persona_x_initial_plan,7,4.35,Deposit interest,9.58059442630137052500
At-risk,Automobile_Trade_Repair,plus,persona_x_initial_plan,7,4.35,Interchange,128.38690799999939800000
At-risk,Automobile_Trade_Repair,plus,persona_x_initial_plan,7,4.35,Subscription,125.00000000000000000000
At-risk,Automobile_Trade_Repair,plus,persona_x_initial_plan,7,4.35,Total revenue,262.96750242630076852500
Churned proxy,Automobile_Trade_Repair,plus,persona_x_initial_plan,8,4.97,Banking fees,0.00000000000000000000
Churned proxy,Automobile_Trade_Repair,plus,persona_x_initial_plan,8,4.97,Deposit interest,103.44551389643835742840
Churned proxy,Automobile_Trade_Repair,plus,persona_x_initial_plan,8,4.97,Interchange,48.01829496795613760000
Churned proxy,Automobile_Trade_Repair,plus,persona_x_initial_plan,8,4.97,Subscription,125.00000000000000000000
Churned proxy,Automobile_Trade_Repair,plus,persona_x_initial_plan,8,4.97,Total revenue,276.46380886439449502840
Active,Automobile_Trade_Repair,start,persona_x_initial_plan,310,89.34,Banking fees,974.00000000000000000000
Active,Automobile_Trade_Repair,start,persona_x_initial_plan,310,89.34,Deposit interest,1374.64737348273979815023
Active,Automobile_Trade_Repair,start,persona_x_initial_plan,310,89.34,Interchange,7561.74892679995920123000
Active,Automobile_Trade_Repair,start,persona_x_initial_plan,310,89.34,Subscription,3211.15048387100000100000
Active,Automobile_Trade_Repair,start,persona_x_initial_plan,310,89.34,Total revenue,13121.54678415369900038023
At-risk,Automobile_Trade_Repair,start,persona_x_initial_plan,21,6.05,Banking fees,33.46000000000000000000
At-risk,Automobile_Trade_Repair,start,persona_x_initial_plan,21,6.05,Deposit interest,36.59296402027397516622
At-risk,Automobile_Trade_Repair,start,persona_x_initial_plan,21,6.05,Interchange,580.46725799999722109000
At-risk,Automobile_Trade_Repair,start,persona_x_initial_plan,21,6.05,Subscription,143.00000000000000000000
At-risk,Automobile_Trade_Repair,start,persona_x_initial_plan,21,6.05,Total revenue,793.52022202027119625622
Churned proxy,Automobile_Trade_Repair,start,persona_x_initial_plan,16,4.61,Banking fees,0.00000000000000000000
Churned proxy,Automobile_Trade_Repair,start,persona_x_initial_plan,16,4.61,Deposit interest,62.57132732931507321740
Churned proxy,Automobile_Trade_Repair,start,persona_x_initial_plan,16,4.61,Interchange,149.74226999999922320500
Churned proxy,Automobile_Trade_Repair,start,persona_x_initial_plan,16,4.61,Subscription,154.00000000000000000000
Churned proxy,Automobile_Trade_Repair,start,persona_x_initial_plan,16,4.61,Total revenue,366.31359732931429642240
Active,BTP,business,persona_x_initial_plan,86,82.69,Banking fees,138.00000000000000000000
Active,BTP,business,persona_x_initial_plan,86,82.69,Deposit interest,1364.56715752164403691191
Active,BTP,business,persona_x_initial_plan,86,82.69,Interchange,11648.69201339993592128000
Active,BTP,business,persona_x_initial_plan,86,82.69,Subscription,5423.00000000000000000000
Active,BTP,business,persona_x_initial_plan,86,82.69,Total revenue,18574.25917092157995819191
At-risk,BTP,business,persona_x_initial_plan,5,4.81,Banking fees,0.00000000000000000000
At-risk,BTP,business,persona_x_initial_plan,5,4.81,Deposit interest,123.32201422684932757279
At-risk,BTP,business,persona_x_initial_plan,5,4.81,Interchange,445.33837799999793864000
At-risk,BTP,business,persona_x_initial_plan,5,4.81,Subscription,400.00000000000000000000
At-risk,BTP,business,persona_x_initial_plan,5,4.81,Total revenue,968.66039222684726621279
Churned proxy,BTP,business,persona_x_initial_plan,13,12.5,Banking fees,0.00000000000000000000
Churned proxy,BTP,business,persona_x_initial_plan,13,12.5,Deposit interest,11.18345411013698650800
Churned proxy,BTP,business,persona_x_initial_plan,13,12.5,Interchange,1192.85022302730703500000
Churned proxy,BTP,business,persona_x_initial_plan,13,12.5,Subscription,320.00000000000000000000
Churned proxy,BTP,business,persona_x_initial_plan,13,12.5,Total revenue,1524.03367713744402150800
Active,BTP,free,persona_x_initial_plan,1089,92.92,Banking fees,2518.80000000000000000000
Active,BTP,free,persona_x_initial_plan,1089,92.92,Deposit interest,22252.56936986137021153693
Active,BTP,free,persona_x_initial_plan,1089,92.92,Interchange,9608.49747719994788219900
Active,BTP,free,persona_x_initial_plan,1089,92.92,Subscription,701.39903225799999700000
Active,BTP,free,persona_x_initial_plan,1089,92.92,Total revenue,35081.26587931931809073593
At-risk,BTP,free,persona_x_initial_plan,49,4.18,Banking fees,56.40000000000000000000
At-risk,BTP,free,persona_x_initial_plan,49,4.18,Deposit interest,266.66369136931508566473
At-risk,BTP,free,persona_x_initial_plan,49,4.18,Interchange,126.48556799999937881000
At-risk,BTP,free,persona_x_initial_plan,49,4.18,Subscription,114.42000000000000000000
At-risk,BTP,free,persona_x_initial_plan,49,4.18,Total revenue,563.96925936931446447473
Churned proxy,BTP,free,persona_x_initial_plan,34,2.9,Banking fees,407.51999999999999740000
Churned proxy,BTP,free,persona_x_initial_plan,34,2.9,Deposit interest,68.91126367726027136094
Churned proxy,BTP,free,persona_x_initial_plan,34,2.9,Interchange,157.71619779111386689800
Churned proxy,BTP,free,persona_x_initial_plan,34,2.9,Subscription,0.00000000000000000000
Churned proxy,BTP,free,persona_x_initial_plan,34,2.9,Total revenue,634.14746146837413565894
Active,BTP,plus,persona_x_initial_plan,554,91.27,Banking fees,684.56000000000000000000
Active,BTP,plus,persona_x_initial_plan,554,91.27,Deposit interest,6487.16033291561631057512
Active,BTP,plus,persona_x_initial_plan,554,91.27,Interchange,25838.53410239986002828530
Active,BTP,plus,persona_x_initial_plan,554,91.27,Subscription,12089.88172042800000000000
Active,BTP,plus,persona_x_initial_plan,554,91.27,Total revenue,45100.13615574347633886042
At-risk,BTP,plus,persona_x_initial_plan,27,4.45,Banking fees,0.00000000000000000000
At-risk,BTP,plus,persona_x_initial_plan,27,4.45,Deposit interest,42.23733128712329516122
At-risk,BTP,plus,persona_x_initial_plan,27,4.45,Interchange,1040.63054399999585324000
At-risk,BTP,plus,persona_x_initial_plan,27,4.45,Subscription,411.00000000000000000000
At-risk,BTP,plus,persona_x_initial_plan,27,4.45,Total revenue,1493.86787528711914840122
Churned proxy,BTP,plus,persona_x_initial_plan,26,4.28,Banking fees,0.08000000000000000000
Churned proxy,BTP,plus,persona_x_initial_plan,26,4.28,Deposit interest,104.82976400931514464717
Churned proxy,BTP,plus,persona_x_initial_plan,26,4.28,Interchange,323.34507211515903058000
Churned proxy,BTP,plus,persona_x_initial_plan,26,4.28,Subscription,289.90000000000000000000
Churned proxy,BTP,plus,persona_x_initial_plan,26,4.28,Total revenue,718.15483612447417522717
Active,BTP,start,persona_x_initial_plan,1166,93.28,Banking fees,2064.02000000000002000000
Active,BTP,start,persona_x_initial_plan,1166,93.28,Deposit interest,13119.60405250191839120910
Active,BTP,start,persona_x_initial_plan,1166,93.28,Interchange,27634.10389199985091092200
Active,BTP,start,persona_x_initial_plan,1166,93.28,Subscription,11931.08572580664515800000
Active,BTP,start,persona_x_initial_plan,1166,93.28,Total revenue,54748.81367030841448013110
At-risk,BTP,start,persona_x_initial_plan,48,3.84,Banking fees,12.48000000000000071800
At-risk,BTP,start,persona_x_initial_plan,48,3.84,Deposit interest,107.45279265589041853400
At-risk,BTP,start,persona_x_initial_plan,48,3.84,Interchange,483.90339959999800431000
At-risk,BTP,start,persona_x_initial_plan,48,3.84,Subscription,380.00000000000000000000
At-risk,BTP,start,persona_x_initial_plan,48,3.84,Total revenue,983.83619225588842356200
Churned proxy,BTP,start,persona_x_initial_plan,36,2.88,Banking fees,12.95999999999999810000
Churned proxy,BTP,start,persona_x_initial_plan,36,2.88,Deposit interest,46.40203834246578001614
Churned proxy,BTP,start,persona_x_initial_plan,36,2.88,Interchange,227.94483933730949995000
Churned proxy,BTP,start,persona_x_initial_plan,36,2.88,Subscription,218.00000000000000000000
Churned proxy,BTP,start,persona_x_initial_plan,36,2.88,Total revenue,505.30687767977527806614
Active,Bankers_Insurance,business,persona_x_initial_plan,1,100.0,Banking fees,0.00000000000000000000
Active,Bankers_Insurance,business,persona_x_initial_plan,1,100.0,Deposit interest,0.09512865534246577000
Active,Bankers_Insurance,business,persona_x_initial_plan,1,100.0,Interchange,0.00000000000000000000
Active,Bankers_Insurance,business,persona_x_initial_plan,1,100.0,Subscription,80.00000000000000000000
Active,Bankers_Insurance,business,persona_x_initial_plan,1,100.0,Total revenue,80.09512865534246577000
Active,Bankers_Insurance,free,persona_x_initial_plan,145,92.95,Banking fees,1421.20000000000000000000
Active,Bankers_Insurance,free,persona_x_initial_plan,145,92.95,Deposit interest,4312.96191478465786944508
Active,Bankers_Insurance,free,persona_x_initial_plan,145,92.95,Interchange,543.69129419999705657000
Active,Bankers_Insurance,free,persona_x_initial_plan,145,92.95,Subscription,28.18258064500000000000
Active,Bankers_Insurance,free,persona_x_initial_plan,145,92.95,Total revenue,6306.03578962965492601508
At-risk,Bankers_Insurance,free,persona_x_initial_plan,4,2.56,Banking fees,0.00000000000000000000
At-risk,Bankers_Insurance,free,persona_x_initial_plan,4,2.56,Deposit interest,2.58492166136986315620
At-risk,Bankers_Insurance,free,persona_x_initial_plan,4,2.56,Interchange,0.00000000000000000000
At-risk,Bankers_Insurance,free,persona_x_initial_plan,4,2.56,Subscription,0.00000000000000000000
At-risk,Bankers_Insurance,free,persona_x_initial_plan,4,2.56,Total revenue,2.58492166136986315620
Churned proxy,Bankers_Insurance,free,persona_x_initial_plan,7,4.49,Banking fees,276.00000000000000000000
Churned proxy,Bankers_Insurance,free,persona_x_initial_plan,7,4.49,Deposit interest,5.08858745753424775167
Churned proxy,Bankers_Insurance,free,persona_x_initial_plan,7,4.49,Interchange,0.00000000000000000000
Churned proxy,Bankers_Insurance,free,persona_x_initial_plan,7,4.49,Subscription,0.00000000000000000000
Churned proxy,Bankers_Insurance,free,persona_x_initial_plan,7,4.49,Total revenue,281.08858745753424775167
Active,Bankers_Insurance,plus,persona_x_initial_plan,14,93.33,Banking fees,0.00000000000000000000
Active,Bankers_Insurance,plus,persona_x_initial_plan,14,93.33,Deposit interest,1194.78713402958895762430
Active,Bankers_Insurance,plus,persona_x_initial_plan,14,93.33,Interchange,481.35961799999741370000
Active,Bankers_Insurance,plus,persona_x_initial_plan,14,93.33,Subscription,240.00000000000000000000
Active,Bankers_Insurance,plus,persona_x_initial_plan,14,93.33,Total revenue,1916.14675202958637132430
At-risk,Bankers_Insurance,plus,persona_x_initial_plan,1,6.67,Banking fees,0.00000000000000000000
At-risk,Bankers_Insurance,plus,persona_x_initial_plan,1,6.67,Deposit interest,0.06910740438356165200
At-risk,Bankers_Insurance,plus,persona_x_initial_plan,1,6.67,Interchange,1.31122799999999360000
At-risk,Bankers_Insurance,plus,persona_x_initial_plan,1,6.67,Subscription,0.00000000000000000000
At-risk,Bankers_Insurance,plus,persona_x_initial_plan,1,6.67,Total revenue,1.38033540438355525200
Active,Bankers_Insurance,start,persona_x_initial_plan,97,95.1,Banking fees,6.86000000000000000000
Active,Bankers_Insurance,start,persona_x_initial_plan,97,95.1,Deposit interest,1398.74290301863030221730
Active,Bankers_Insurance,start,persona_x_initial_plan,97,95.1,Interchange,852.31072799999537210400
Active,Bankers_Insurance,start,persona_x_initial_plan,97,95.1,Subscription,871.57862903200000000000
Active,Bankers_Insurance,start,persona_x_initial_plan,97,95.1,Total revenue,3129.49226005062567432130
At-risk,Bankers_Insurance,start,persona_x_initial_plan,2,1.96,Banking fees,0.00000000000000000000
At-risk,Bankers_Insurance,start,persona_x_initial_plan,2,1.96,Deposit interest,17.18099178082190764000
At-risk,Bankers_Insurance,start,persona_x_initial_plan,2,1.96,Interchange,0.00000000000000000000
At-risk,Bankers_Insurance,start,persona_x_initial_plan,2,1.96,Subscription,18.00000000000000000000
At-risk,Bankers_Insurance,start,persona_x_initial_plan,2,1.96,Total revenue,35.18099178082190764000
Churned proxy,Bankers_Insurance,start,persona_x_initial_plan,3,2.94,Banking fees,0.00000000000000000000
Churned proxy,Bankers_Insurance,start,persona_x_initial_plan,3,2.94,Deposit interest,5.52570136986301469000
Churned proxy,Bankers_Insurance,start,persona_x_initial_plan,3,2.94,Interchange,2.35894436371497700000
Churned proxy,Bankers_Insurance,start,persona_x_initial_plan,3,2.94,Subscription,26.00000000000000000000
Churned proxy,Bankers_Insurance,start,persona_x_initial_plan,3,2.94,Total revenue,33.88464573357799169000
Active,Bikers_Drivers,business,persona_x_initial_plan,27,72.97,Banking fees,397.40000000000000000000
Active,Bikers_Drivers,business,persona_x_initial_plan,27,72.97,Deposit interest,380.57678378191781132120
Active,Bikers_Drivers,business,persona_x_initial_plan,27,72.97,Interchange,1802.32853399999021459000
Active,Bikers_Drivers,business,persona_x_initial_plan,27,72.97,Subscription,1661.00000000000000000000
Active,Bikers_Drivers,business,persona_x_initial_plan,27,72.97,Total revenue,4241.30531778190802591120
At-risk,Bikers_Drivers,business,persona_x_initial_plan,3,8.11,Banking fees,0.00000000000000000000
At-risk,Bikers_Drivers,business,persona_x_initial_plan,3,8.11,Deposit interest,0.21825527890410958900
At-risk,Bikers_Drivers,business,persona_x_initial_plan,3,8.11,Interchange,1.55195999999999220000
At-risk,Bikers_Drivers,business,persona_x_initial_plan,3,8.11,Subscription,160.00000000000000000000
At-risk,Bikers_Drivers,business,persona_x_initial_plan,3,8.11,Total revenue,161.77021527890410178900
Churned proxy,Bikers_Drivers,business,persona_x_initial_plan,7,18.92,Banking fees,0.00000000000000000000
Churned proxy,Bikers_Drivers,business,persona_x_initial_plan,7,18.92,Deposit interest,4.49805054904109686520
Churned proxy,Bikers_Drivers,business,persona_x_initial_plan,7,18.92,Interchange,88.62202664845908100000
Churned proxy,Bikers_Drivers,business,persona_x_initial_plan,7,18.92,Subscription,400.00000000000000000000
Churned proxy,Bikers_Drivers,business,persona_x_initial_plan,7,18.92,Total revenue,493.12007719750017786520
Active,Bikers_Drivers,free,persona_x_initial_plan,304,84.68,Banking fees,972.80000000000000008000
Active,Bikers_Drivers,free,persona_x_initial_plan,304,84.68,Deposit interest,889.57684546410959869864
Active,Bikers_Drivers,free,persona_x_initial_plan,304,84.68,Interchange,2153.46741479998835493060
Active,Bikers_Drivers,free,persona_x_initial_plan,304,84.68,Subscription,235.34000000000000000000
Active,Bikers_Drivers,free,persona_x_initial_plan,304,84.68,Total revenue,4251.18426026409795370924
At-risk,Bikers_Drivers,free,persona_x_initial_plan,24,6.69,Banking fees,260.40000000000000000000
At-risk,Bikers_Drivers,free,persona_x_initial_plan,24,6.69,Deposit interest,10.04413034630137062205
At-risk,Bikers_Drivers,free,persona_x_initial_plan,24,6.69,Interchange,41.55645599999980453000
At-risk,Bikers_Drivers,free,persona_x_initial_plan,24,6.69,Subscription,0.00000000000000000000
At-risk,Bikers_Drivers,free,persona_x_initial_plan,24,6.69,Total revenue,312.00058634630117515205
Churned proxy,Bikers_Drivers,free,persona_x_initial_plan,31,8.64,Banking fees,381.20000000000000000000
Churned proxy,Bikers_Drivers,free,persona_x_initial_plan,31,8.64,Deposit interest,60.49210563178086180532
Churned proxy,Bikers_Drivers,free,persona_x_initial_plan,31,8.64,Interchange,217.55639988824586343000
Churned proxy,Bikers_Drivers,free,persona_x_initial_plan,31,8.64,Subscription,0.00000000000000000000
Churned proxy,Bikers_Drivers,free,persona_x_initial_plan,31,8.64,Total revenue,659.24850552002672523532
Active,Bikers_Drivers,plus,persona_x_initial_plan,137,79.65,Banking fees,769.48000000000000070000
Active,Bikers_Drivers,plus,persona_x_initial_plan,137,79.65,Deposit interest,756.79888934794518899439
Active,Bikers_Drivers,plus,persona_x_initial_plan,137,79.65,Interchange,4809.83184899997376606500
Active,Bikers_Drivers,plus,persona_x_initial_plan,137,79.65,Subscription,2954.94666666600000000000
Active,Bikers_Drivers,plus,persona_x_initial_plan,137,79.65,Total revenue,9291.05740501391895575939
At-risk,Bikers_Drivers,plus,persona_x_initial_plan,14,8.14,Banking fees,-1.92000000000000000000
At-risk,Bikers_Drivers,plus,persona_x_initial_plan,14,8.14,Deposit interest,0.72915567342465749390
At-risk,Bikers_Drivers,plus,persona_x_initial_plan,14,8.14,Interchange,44.25483599999978546600
At-risk,Bikers_Drivers,plus,persona_x_initial_plan,14,8.14,Subscription,214.90000000000000000000
At-risk,Bikers_Drivers,plus,persona_x_initial_plan,14,8.14,Total revenue,257.96399167342444295990
Churned proxy,Bikers_Drivers,plus,persona_x_initial_plan,21,12.21,Banking fees,-4.69999999999999986000
Churned proxy,Bikers_Drivers,plus,persona_x_initial_plan,21,12.21,Deposit interest,35.59376356054796293068
Churned proxy,Bikers_Drivers,plus,persona_x_initial_plan,21,12.21,Interchange,1235.93745745817587533000
Churned proxy,Bikers_Drivers,plus,persona_x_initial_plan,21,12.21,Subscription,275.00000000000000000000
Churned proxy,Bikers_Drivers,plus,persona_x_initial_plan,21,12.21,Total revenue,1541.83122101872383840068
Active,Bikers_Drivers,start,persona_x_initial_plan,413,86.95,Banking fees,603.70000000000000000000
Active,Bikers_Drivers,start,persona_x_initial_plan,413,86.95,Deposit interest,1464.31476809917815528304
Active,Bikers_Drivers,start,persona_x_initial_plan,413,86.95,Interchange,7050.68847719996175814700
Active,Bikers_Drivers,start,persona_x_initial_plan,413,86.95,Subscription,3979.93292679078125000000
Active,Bikers_Drivers,start,persona_x_initial_plan,413,86.95,Total revenue,13098.63617208992116343004
At-risk,Bikers_Drivers,start,persona_x_initial_plan,32,6.74,Banking fees,138.68000000000000007100
At-risk,Bikers_Drivers,start,persona_x_initial_plan,32,6.74,Deposit interest,20.90752076438356422693
At-risk,Bikers_Drivers,start,persona_x_initial_plan,32,6.74,Interchange,400.05170999999832618400
At-risk,Bikers_Drivers,start,persona_x_initial_plan,32,6.74,Subscription,187.93750000000000000000
At-risk,Bikers_Drivers,start,persona_x_initial_plan,32,6.74,Total revenue,747.57673076438189048193
Churned proxy,Bikers_Drivers,start,persona_x_initial_plan,30,6.32,Banking fees,236.00000000000000000000
Churned proxy,Bikers_Drivers,start,persona_x_initial_plan,30,6.32,Deposit interest,10.42646702465753483130
Churned proxy,Bikers_Drivers,start,persona_x_initial_plan,30,6.32,Interchange,107.76143984183928877000
Churned proxy,Bikers_Drivers,start,persona_x_initial_plan,30,6.32,Subscription,132.00000000000000000000
Churned proxy,Bikers_Drivers,start,persona_x_initial_plan,30,6.32,Total revenue,486.18790686649682360130
Active,Cleaning_CallCenters,business,persona_x_initial_plan,2,100.0,Banking fees,0.00000000000000000000
Active,Cleaning_CallCenters,business,persona_x_initial_plan,2,100.0,Deposit interest,2.51761370410958913000
Active,Cleaning_CallCenters,business,persona_x_initial_plan,2,100.0,Interchange,23.28650999999987500000
Active,Cleaning_CallCenters,business,persona_x_initial_plan,2,100.0,Subscription,160.00000000000000000000
Active,Cleaning_CallCenters,business,persona_x_initial_plan,2,100.0,Total revenue,185.80412370410946413000
Active,Cleaning_CallCenters,free,persona_x_initial_plan,34,97.14,Banking fees,25.60000000000000000000
Active,Cleaning_CallCenters,free,persona_x_initial_plan,34,97.14,Deposit interest,121.08223976164385704270
Active,Cleaning_CallCenters,free,persona_x_initial_plan,34,97.14,Interchange,113.96467799999937064500
Active,Cleaning_CallCenters,free,persona_x_initial_plan,34,97.14,Subscription,0.00000000000000000000
Active,Cleaning_CallCenters,free,persona_x_initial_plan,34,97.14,Total revenue,260.64691776164322768770
At-risk,Cleaning_CallCenters,free,persona_x_initial_plan,1,2.86,Banking fees,0.00000000000000000000
At-risk,Cleaning_CallCenters,free,persona_x_initial_plan,1,2.86,Deposit interest,0.05515068493150685600
At-risk,Cleaning_CallCenters,free,persona_x_initial_plan,1,2.86,Interchange,0.00000000000000000000
At-risk,Cleaning_CallCenters,free,persona_x_initial_plan,1,2.86,Subscription,0.00000000000000000000
At-risk,Cleaning_CallCenters,free,persona_x_initial_plan,1,2.86,Total revenue,0.05515068493150685600
Active,Cleaning_CallCenters,plus,persona_x_initial_plan,16,94.12,Banking fees,0.00000000000000000000
Active,Cleaning_CallCenters,plus,persona_x_initial_plan,16,94.12,Deposit interest,294.65344757917808670315
Active,Cleaning_CallCenters,plus,persona_x_initial_plan,16,94.12,Interchange,271.41307199999852790000
Active,Cleaning_CallCenters,plus,persona_x_initial_plan,16,94.12,Subscription,330.00000000000000000000
Active,Cleaning_CallCenters,plus,persona_x_initial_plan,16,94.12,Total revenue,896.06651957917661460315
At-risk,Cleaning_CallCenters,plus,persona_x_initial_plan,1,5.88,Banking fees,-9.60000000000000000000
At-risk,Cleaning_CallCenters,plus,persona_x_initial_plan,1,5.88,Deposit interest,0.09489508712328766100
At-risk,Cleaning_CallCenters,plus,persona_x_initial_plan,1,5.88,Interchange,40.09129199999980400000
At-risk,Cleaning_CallCenters,plus,persona_x_initial_plan,1,5.88,Subscription,0.00000000000000000000
At-risk,Cleaning_CallCenters,plus,persona_x_initial_plan,1,5.88,Total revenue,30.58618708712309166100
Active,Cleaning_CallCenters,start,persona_x_initial_plan,37,92.5,Banking fees,0.00000000000000000000
Active,Cleaning_CallCenters,start,persona_x_initial_plan,37,92.5,Deposit interest,157.22646527506851272850
Active,Cleaning_CallCenters,start,persona_x_initial_plan,37,92.5,Interchange,503.41278599999729819000
Active,Cleaning_CallCenters,start,persona_x_initial_plan,37,92.5,Subscription,373.21875000000000000000
Active,Cleaning_CallCenters,start,persona_x_initial_plan,37,92.5,Total revenue,1033.85800127506581091850
At-risk,Cleaning_CallCenters,start,persona_x_initial_plan,2,5.0,Banking fees,0.00000000000000000000
At-risk,Cleaning_CallCenters,start,persona_x_initial_plan,2,5.0,Deposit interest,19.59003169260274256165
At-risk,Cleaning_CallCenters,start,persona_x_initial_plan,2,5.0,Interchange,0.00000000000000000000
At-risk,Cleaning_CallCenters,start,persona_x_initial_plan,2,5.0,Subscription,0.00000000000000000000
At-risk,Cleaning_CallCenters,start,persona_x_initial_plan,2,5.0,Total revenue,19.59003169260274256165
Churned proxy,Cleaning_CallCenters,start,persona_x_initial_plan,1,2.5,Banking fees,0.00000000000000000000
Churned proxy,Cleaning_CallCenters,start,persona_x_initial_plan,1,2.5,Deposit interest,0.40881242739726043000
Churned proxy,Cleaning_CallCenters,start,persona_x_initial_plan,1,2.5,Interchange,40.11922937724229100000
Churned proxy,Cleaning_CallCenters,start,persona_x_initial_plan,1,2.5,Subscription,0.00000000000000000000
Churned proxy,Cleaning_CallCenters,start,persona_x_initial_plan,1,2.5,Total revenue,40.52804180463955143000
Active,Consultant,business,persona_x_initial_plan,25,80.65,Banking fees,4.00000000000000000000
Active,Consultant,business,persona_x_initial_plan,25,80.65,Deposit interest,557.69799433643830352640
Active,Consultant,business,persona_x_initial_plan,25,80.65,Interchange,1944.29282939998908800500
Active,Consultant,business,persona_x_initial_plan,25,80.65,Subscription,1600.00000000000000000000
Active,Consultant,business,persona_x_initial_plan,25,80.65,Total revenue,4105.99082373642739153140
At-risk,Consultant,business,persona_x_initial_plan,2,6.45,Banking fees,0.00000000000000000000
At-risk,Consultant,business,persona_x_initial_plan,2,6.45,Deposit interest,22.48948850301370059000
At-risk,Consultant,business,persona_x_initial_plan,2,6.45,Interchange,0.00000000000000000000
At-risk,Consultant,business,persona_x_initial_plan,2,6.45,Subscription,80.00000000000000000000
At-risk,Consultant,business,persona_x_initial_plan,2,6.45,Total revenue,102.48948850301370059000
Churned proxy,Consultant,business,persona_x_initial_plan,4,12.9,Banking fees,0.00000000000000000000
Churned proxy,Consultant,business,persona_x_initial_plan,4,12.9,Deposit interest,2.02722246794520559560
Churned proxy,Consultant,business,persona_x_initial_plan,4,12.9,Interchange,461.91455809593351500000
Churned proxy,Consultant,business,persona_x_initial_plan,4,12.9,Subscription,0.00000000000000000000
Churned proxy,Consultant,business,persona_x_initial_plan,4,12.9,Total revenue,463.94178056387872059560
Active,Consultant,free,persona_x_initial_plan,1287,92.52,Banking fees,2763.54000000000000000000
Active,Consultant,free,persona_x_initial_plan,1287,92.52,Deposit interest,14511.07978959178124888332
Active,Consultant,free,persona_x_initial_plan,1287,92.52,Interchange,7378.41046859996001341100
Active,Consultant,free,persona_x_initial_plan,1287,92.52,Subscription,581.24203065199999600000
Active,Consultant,free,persona_x_initial_plan,1287,92.52,Total revenue,25234.27228884374125829432
At-risk,Consultant,free,persona_x_initial_plan,71,5.1,Banking fees,99.94000000000000000000
At-risk,Consultant,free,persona_x_initial_plan,71,5.1,Deposit interest,112.04321523835617099889
At-risk,Consultant,free,persona_x_initial_plan,71,5.1,Interchange,196.63774199999913659400
At-risk,Consultant,free,persona_x_initial_plan,71,5.1,Subscription,23.09000000000000000000
At-risk,Consultant,free,persona_x_initial_plan,71,5.1,Total revenue,431.71095723835530759289
Churned proxy,Consultant,free,persona_x_initial_plan,33,2.37,Banking fees,286.52000000000000000000
Churned proxy,Consultant,free,persona_x_initial_plan,33,2.37,Deposit interest,38.83894719342466961704
Churned proxy,Consultant,free,persona_x_initial_plan,33,2.37,Interchange,410.79442356722839175000
Churned proxy,Consultant,free,persona_x_initial_plan,33,2.37,Subscription,0.00000000000000000000
Churned proxy,Consultant,free,persona_x_initial_plan,33,2.37,Total revenue,736.15337076065306136704
Active,Consultant,plus,persona_x_initial_plan,208,89.66,Banking fees,927.32000000000000000000
Active,Consultant,plus,persona_x_initial_plan,208,89.66,Deposit interest,6653.46810875123270511020
Active,Consultant,plus,persona_x_initial_plan,208,89.66,Interchange,7811.25218999995719834680
Active,Consultant,plus,persona_x_initial_plan,208,89.66,Subscription,4343.16633064200000000000
Active,Consultant,plus,persona_x_initial_plan,208,89.66,Total revenue,19735.20662939318990345700
At-risk,Consultant,plus,persona_x_initial_plan,14,6.03,Banking fees,0.00000000000000000000
At-risk,Consultant,plus,persona_x_initial_plan,14,6.03,Deposit interest,14.60782694904109741391
At-risk,Consultant,plus,persona_x_initial_plan,14,6.03,Interchange,1030.85944199999585410000
At-risk,Consultant,plus,persona_x_initial_plan,14,6.03,Subscription,170.00000000000000000000
At-risk,Consultant,plus,persona_x_initial_plan,14,6.03,Total revenue,1215.46726894903695151391
Churned proxy,Consultant,plus,persona_x_initial_plan,10,4.31,Banking fees,0.00000000000000000000
Churned proxy,Consultant,plus,persona_x_initial_plan,10,4.31,Deposit interest,15.07141986246575541330
Churned proxy,Consultant,plus,persona_x_initial_plan,10,4.31,Interchange,237.80479801197066090000
