confirmed_company_profiles,activated_companies_through_cutoff,revenue_companies,top_10pct_companies,share_of_revenue_companies_pct,share_of_activated_companies_pct,share_of_confirmed_profiles_pct,total_revenue,top_10pct_revenue,top_10pct_revenue_share_pct,top_10pct_entry_revenue,top_10pct_average_revenue,top_10pct_median_revenue,other_90pct_average_revenue,other_90pct_median_revenue
37193,17627,17568,1757,10.0,9.97,4.72,2350831.56960958272076835863,1330765.72108917020126870895,56.61,321.55893846739725707000,757.4079232152363,551.33756019178081884000,64.51621330215752,35.65253134794520741600
