revenue_month,persona,initial_subscription_group,revenue_type,revenue_companies,revenue,revenue_per_revenue_company
2025-10-01,Consultant,free,Subscription,80,0.00000000000000000000,0.0
2025-10-01,Consultant,free,Total revenue,80,2483.46164341116695007828,31.043270542639583
2025-10-01,Consultant,plus,Banking fees,15,142.00000000000000000000,9.466666666666667
2025-10-01,Consultant,plus,Deposit interest,15,48.40949322410959713040,3.2272995482739733
2025-10-01,Consultant,plus,Interchange,15,123.16442603235815640000,8.210961735490544
2025-10-01,Consultant,plus,Subscription,15,17.50000000000000000000,1.1666666666666667
2025-10-01,Consultant,plus,Total revenue,15,331.07391925646775353040,22.07159461709785
2025-10-01,Consultant,start,Banking fees,105,1184.00000000000000000000,11.276190476190477
2025-10-01,Consultant,start,Deposit interest,105,481.39410298794518041814,4.584705742742335
2025-10-01,Consultant,start,Interchange,105,423.96507685046268678800,4.037762636671073
2025-10-01,Consultant,start,Subscription,105,150.82358871000000000000,1.4364151305714286
2025-10-01,Consultant,start,Total revenue,105,2240.18276854840786720614,21.33507398617531
2025-10-01,Developer_IT,free,Banking fees,35,816.00000000000000000000,23.314285714285713
2025-10-01,Developer_IT,free,Deposit interest,35,67.86026224273973093470,1.9388646355068495
2025-10-01,Developer_IT,free,Interchange,35,22.08577237391380847000,0.6310220678261088
2025-10-01,Developer_IT,free,Subscription,35,0.00000000000000000000,0.0
2025-10-01,Developer_IT,free,Total revenue,35,905.94603461665353940470,25.88417241761867
2025-10-01,Developer_IT,plus,Banking fees,13,276.00000000000000000000,21.23076923076923
2025-10-01,Developer_IT,plus,Deposit interest,13,16.68922552547945126180,1.2837865788830347
2025-10-01,Developer_IT,plus,Interchange,13,168.05071470680476960000,12.926978054369597
2025-10-01,Developer_IT,plus,Subscription,13,48.38541666600000000000,3.721955128153846
2025-10-01,Developer_IT,plus,Total revenue,13,509.12535689828422086180,39.16348899217571
2025-10-01,Developer_IT,start,Banking fees,42,1526.00000000000000000000,36.333333333333336
2025-10-01,Developer_IT,start,Deposit interest,42,74.22985201589040964790,1.767377428949772
2025-10-01,Developer_IT,start,Interchange,42,213.59383692427595436000,5.085567545816095
2025-10-01,Developer_IT,start,Subscription,42,55.40625000000000000000,1.3191964285714286
2025-10-01,Developer_IT,start,Total revenue,42,1869.22993894016636400790,44.50547473667063
2025-10-01,Media_Publishing,free,Banking fees,15,256.00000000000000000000,17.066666666666666
2025-10-01,Media_Publishing,free,Deposit interest,15,8.37711434958903961299,0.5584742899726026
2025-10-01,Media_Publishing,free,Interchange,15,0.80083658888885267000,0.05338910592592351
2025-10-01,Media_Publishing,free,Subscription,15,0.00000000000000000000,0.0
2025-10-01,Media_Publishing,free,Total revenue,15,265.17795093847789228299,17.678530062565194
2025-10-01,Media_Publishing,plus,Banking fees,1,0.00000000000000000000,0.0
2025-10-01,Media_Publishing,plus,Deposit interest,1,59.69368183780821400000,59.693681837808214
2025-10-01,Media_Publishing,plus,Interchange,1,26.91862734335986900000,26.91862734335987
2025-10-01,Media_Publishing,plus,Subscription,1,0.00000000000000000000,0.0
2025-10-01,Media_Publishing,plus,Total revenue,1,86.61230918116808300000,86.61230918116809
2025-10-01,Media_Publishing,start,Banking fees,18,0.00000000000000000000,0.0
2025-10-01,Media_Publishing,start,Deposit interest,18,165.70166582082191566966,9.205648101156774
2025-10-01,Media_Publishing,start,Interchange,18,167.01899012981652010000,9.278832784989808
2025-10-01,Media_Publishing,start,Subscription,18,26.37500000000000000000,1.4652777777777777
2025-10-01,Media_Publishing,start,Total revenue,18,359.09565595063843576966,19.949758663924356
2025-10-01,Medical_Professionals,free,Banking fees,5,4.00000000000000000000,0.8
2025-10-01,Medical_Professionals,free,Deposit interest,5,3.37116048712328764900,0.6742320974246575
2025-10-01,Medical_Professionals,free,Interchange,5,1.28789509909026000000,0.257579019818052
2025-10-01,Medical_Professionals,free,Subscription,5,0.00000000000000000000,0.0
2025-10-01,Medical_Professionals,free,Total revenue,5,8.65905558621354764900,1.7318111172427095
2025-10-01,Medical_Professionals,plus,Banking fees,1,0.00000000000000000000,0.0
2025-10-01,Medical_Professionals,plus,Deposit interest,1,0.02746849315068492600,0.027468493150684926
2025-10-01,Medical_Professionals,plus,Interchange,1,0.00000000000000000000,0.0
2025-10-01,Medical_Professionals,plus,Subscription,1,0.00000000000000000000,0.0
2025-10-01,Medical_Professionals,plus,Total revenue,1,0.02746849315068492600,0.027468493150684926
2025-10-01,Medical_Professionals,start,Banking fees,8,0.00000000000000000000,0.0
2025-10-01,Medical_Professionals,start,Deposit interest,8,11.33934915999999968443,1.417418645
2025-10-01,Medical_Professionals,start,Interchange,8,5.73619497961862260000,0.7170243724523279
2025-10-01,Medical_Professionals,start,Subscription,8,0.00000000000000000000,0.0
2025-10-01,Medical_Professionals,start,Total revenue,8,17.07554413961862228443,2.1344430174523277
2025-10-01,Others,business,Banking fees,6,260.00000000000000000000,43.333333333333336
2025-10-01,Others,business,Deposit interest,6,18.14254948328766763000,3.023758247214611
2025-10-01,Others,business,Interchange,6,199.81001418193461110000,33.30166903032244
2025-10-01,Others,business,Subscription,6,0.00000000000000000000,0.0
2025-10-01,Others,business,Total revenue,6,477.95256366522227873000,79.65876061087037
2025-10-01,Others,free,Banking fees,59,1146.00000000000000000000,19.423728813559322
2025-10-01,Others,free,Deposit interest,59,94.97696213369862428093,1.6097790192152308
2025-10-01,Others,free,Interchange,59,466.25487569216967860000,7.902625011731689
2025-10-01,Others,free,Subscription,59,0.00000000000000000000,0.0
2025-10-01,Others,free,Total revenue,59,1707.23183782586830288093,28.936132844506243
2025-10-01,Others,plus,Banking fees,34,778.00000000000000000000,22.88235294117647
2025-10-01,Others,plus,Deposit interest,34,35.64808926136985607427,1.0484732135697017
2025-10-01,Others,plus,Interchange,34,304.64676862761222875000,8.960199077282713
2025-10-01,Others,plus,Subscription,34,0.00000000000000000000,0.0
2025-10-01,Others,plus,Total revenue,34,1118.29485788898208482427,32.89102523202888
2025-10-01,Others,start,Banking fees,92,906.00000000000000000000,9.847826086956522
2025-10-01,Others,start,Deposit interest,92,129.33039760931506465036,1.4057651914055986
2025-10-01,Others,start,Interchange,92,593.75999414017401582300,6.4539129797845005
2025-10-01,Others,start,Subscription,92,38.37500000000000000000,0.4171195652173913
2025-10-01,Others,start,Total revenue,92,1667.46539174948908047336,18.12462382336401
2025-10-01,Professeur,free,Banking fees,12,122.00000000000000000000,10.166666666666666
2025-10-01,Professeur,free,Deposit interest,12,5.17652300876712264650,0.4313769173972602
2025-10-01,Professeur,free,Interchange,12,1.09287098408516360000,0.09107258200709696
2025-10-01,Professeur,free,Subscription,12,0.00000000000000000000,0.0
2025-10-01,Professeur,free,Total revenue,12,128.26939399285228624650,10.689116166071024
2025-10-01,Professeur,plus,Banking fees,1,0.00000000000000000000,0.0
2025-10-01,Professeur,plus,Deposit interest,1,0.54936986301369872000,0.5493698630136987
2025-10-01,Professeur,plus,Interchange,1,0.00000000000000000000,0.0
2025-10-01,Professeur,plus,Subscription,1,0.00000000000000000000,0.0
2025-10-01,Professeur,plus,Total revenue,1,0.54936986301369872000,0.5493698630136987
2025-10-01,Professeur,start,Banking fees,21,0.00000000000000000000,0.0
2025-10-01,Professeur,start,Deposit interest,21,29.39250786684931370900,1.3996432317547292
2025-10-01,Professeur,start,Interchange,21,31.86446143585256671000,1.5173553064691698
2025-10-01,Professeur,start,Subscription,21,17.15625000000000000000,0.8169642857142857
2025-10-01,Professeur,start,Total revenue,21,78.41321930270188041900,3.7339628239381843
2025-10-01,Repair,free,Banking fees,3,4.00000000000000000000,1.3333333333333333
2025-10-01,Repair,free,Deposit interest,3,0.73355484657534239280,0.24451828219178082
2025-10-01,Repair,free,Interchange,3,133.81062820444026381000,44.60354273481342
2025-10-01,Repair,free,Subscription,3,0.00000000000000000000,0.0
2025-10-01,Repair,free,Total revenue,3,138.54418305101560620280,46.181394350338536
2025-10-01,Repair,plus,Banking fees,1,0.00000000000000000000,0.0
2025-10-01,Repair,plus,Deposit interest,1,0.16855051123287673000,0.16855051123287673
2025-10-01,Repair,plus,Interchange,1,17.63248993271501100000,17.63248993271501
2025-10-01,Repair,plus,Subscription,1,0.00000000000000000000,0.0
2025-10-01,Repair,plus,Total revenue,1,17.80104044394788773000,17.801040443947887
2025-10-01,Repair,start,Banking fees,4,0.00000000000000000000,0.0
2025-10-01,Repair,start,Deposit interest,4,4.49201602082191821000,1.1230040052054795
2025-10-01,Repair,start,Interchange,4,9.05266130799228190000,2.2631653269980703
2025-10-01,Repair,start,Subscription,4,7.21875000000000000000,1.8046875
2025-10-01,Repair,start,Total revenue,4,20.76342732881420011000,5.19085683220355
2025-10-01,Restauration,free,Banking fees,9,118.00000000000000000000,13.11111111111111
2025-10-01,Restauration,free,Deposit interest,9,24.43874903890410470930,2.715416559878234
2025-10-01,Restauration,free,Interchange,9,22.73887515861309645000,2.5265416842903443
2025-10-01,Restauration,free,Subscription,9,0.00000000000000000000,0.0
2025-10-01,Restauration,free,Total revenue,9,165.17762419751720115930,18.353069355279686
2025-10-01,Restauration,plus,Banking fees,12,543.34000000000000000000,45.278333333333336
2025-10-01,Restauration,plus,Deposit interest,12,55.03192305315069157260,4.585993587762558
2025-10-01,Restauration,plus,Interchange,12,199.16391867337249293000,16.59699322278104
2025-10-01,Restauration,plus,Subscription,12,8.75000000000000000000,0.7291666666666666
2025-10-01,Restauration,plus,Total revenue,12,806.28584172652318450260,67.19048681054359
2025-10-01,Restauration,start,Banking fees,7,236.00000000000000000000,33.714285714285715
2025-10-01,Restauration,start,Deposit interest,7,7.10530992164383427700,1.0150442745205477
2025-10-01,Restauration,start,Interchange,7,2.82858032576408760000,0.40408290368058397
2025-10-01,Restauration,start,Subscription,7,0.00000000000000000000,0.0
2025-10-01,Restauration,start,Total revenue,7,245.93389024740792187700,35.133412892486845
2025-10-01,Retail,business,Banking fees,1,0.00000000000000000000,0.0
2025-10-01,Retail,business,Deposit interest,1,0.60717479452054790000,0.6071747945205479
2025-10-01,Retail,business,Interchange,1,146.97057448968980000000,146.9705744896898
2025-10-01,Retail,business,Subscription,1,0.00000000000000000000,0.0
2025-10-01,Retail,business,Total revenue,1,147.57774928421034790000,147.57774928421034
2025-10-01,Retail,free,Banking fees,49,906.00000000000000000000,18.489795918367346
2025-10-01,Retail,free,Deposit interest,49,54.33829257041096083500,1.1089447463349176
2025-10-01,Retail,free,Interchange,49,115.74830174185948007000,2.3622102396297855
2025-10-01,Retail,free,Subscription,49,0.00000000000000000000,0.0
2025-10-01,Retail,free,Total revenue,49,1076.08659431227044090500,21.960950904332048
2025-10-01,Retail,plus,Banking fees,25,1933.34000000000000000000,77.33359999999999
2025-10-01,Retail,plus,Deposit interest,25,57.69995055068492676673,2.307998022027397
2025-10-01,Retail,plus,Interchange,25,260.77697162735507035000,10.431078865094202
2025-10-01,Retail,plus,Subscription,25,32.91666666600000000000,1.31666666664
2025-10-01,Retail,plus,Total revenue,25,2284.73358884403999711673,91.38934355376159
2025-10-01,Retail,start,Banking fees,82,1024.00000000000000000000,12.487804878048781
2025-10-01,Retail,start,Deposit interest,82,138.70504828219177930389,1.691524979051119
2025-10-01,Retail,start,Interchange,82,373.41360789061731698000,4.553824486470942
2025-10-01,Retail,start,Subscription,82,31.94791666700000000000,0.38960873984146344
2025-10-01,Retail,start,Total revenue,82,1568.06657283980909628389,19.122763083412305
2025-10-01,Wholesale,business,Banking fees,1,0.00000000000000000000,0.0
2025-10-01,Wholesale,business,Deposit interest,1,1.51183165369863000000,1.5118316536986298
2025-10-01,Wholesale,business,Interchange,1,0.00000000000000000000,0.0
2025-10-01,Wholesale,business,Subscription,1,0.00000000000000000000,0.0
2025-10-01,Wholesale,business,Total revenue,1,1.51183165369863000000,1.5118316536986298
2025-10-01,Wholesale,free,Banking fees,6,276.00000000000000000000,46.0
2025-10-01,Wholesale,free,Deposit interest,6,5.96830997150684979976,0.994718328584475
2025-10-01,Wholesale,free,Interchange,6,17.33998016953953700000,2.8899966949232563
2025-10-01,Wholesale,free,Subscription,6,0.00000000000000000000,0.0
2025-10-01,Wholesale,free,Total revenue,6,299.30829014104638679976,49.88471502350773
2025-10-01,Wholesale,plus,Banking fees,3,0.00000000000000000000,0.0
2025-10-01,Wholesale,plus,Deposit interest,3,2.64992329424657516000,0.8833077647488583
2025-10-01,Wholesale,plus,Interchange,3,30.90948237816624310000,10.30316079272208
2025-10-01,Wholesale,plus,Subscription,3,0.00000000000000000000,0.0
2025-10-01,Wholesale,plus,Total revenue,3,33.55940567241281826000,11.186468557470938
2025-10-01,Wholesale,start,Banking fees,13,0.00000000000000000000,0.0
2025-10-01,Wholesale,start,Deposit interest,13,58.89069744986301587770,4.530053649989463
2025-10-01,Wholesale,start,Interchange,13,46.27992497894527608000,3.5599942291496367
2025-10-01,Wholesale,start,Subscription,13,16.31250000000000000000,1.2548076923076923
2025-10-01,Wholesale,start,Total revenue,13,121.48312242880829195770,9.344855571446791
2025-11-01,Automobile_Trade_Repair,business,Banking fees,10,5.54000000000000000000,0.554
2025-11-01,Automobile_Trade_Repair,business,Deposit interest,10,74.70481821150685140775,7.470481821150685
2025-11-01,Automobile_Trade_Repair,business,Interchange,10,299.36890257350930100000,29.936890257350928
2025-11-01,Automobile_Trade_Repair,business,Subscription,10,579.00000000000000000000,57.9
2025-11-01,Automobile_Trade_Repair,business,Total revenue,10,958.61372078501615240775,95.86137207850162
2025-11-01,Automobile_Trade_Repair,free,Banking fees,44,166.00000000000000000000,3.772727272727273
2025-11-01,Automobile_Trade_Repair,free,Deposit interest,44,147.71870912164384224610,3.3572433891282696
2025-11-01,Automobile_Trade_Repair,free,Interchange,44,865.27721086342497533600,19.66539115598693
2025-11-01,Automobile_Trade_Repair,free,Subscription,44,0.00000000000000000000,0.0
2025-11-01,Automobile_Trade_Repair,free,Total revenue,44,1178.99591998506881758210,26.795361817842476
2025-11-01,Automobile_Trade_Repair,plus,Banking fees,38,138.00000000000000000000,3.6315789473684212
2025-11-01,Automobile_Trade_Repair,plus,Deposit interest,38,434.30038750027398505750,11.428957565796685
2025-11-01,Automobile_Trade_Repair,plus,Interchange,38,1573.89968911849291077300,41.41841287153929
2025-11-01,Automobile_Trade_Repair,plus,Subscription,38,490.00000000000000000000,12.894736842105264
2025-11-01,Automobile_Trade_Repair,plus,Total revenue,38,2636.20007661876689583050,69.37368622680965
2025-11-01,Automobile_Trade_Repair,start,Banking fees,54,0.00000000000000000000,0.0
2025-11-01,Automobile_Trade_Repair,start,Deposit interest,54,151.69464980054796206570,2.8091601814916287
2025-11-01,Automobile_Trade_Repair,start,Interchange,54,652.03995807443820304000,12.074814038415523
2025-11-01,Automobile_Trade_Repair,start,Subscription,54,316.74193548400000000000,5.865591397851852
2025-11-01,Automobile_Trade_Repair,start,Total revenue,54,1120.47654335898616510570,20.749565617759004
2025-11-01,BTP,business,Banking fees,19,0.00000000000000000000,0.0
2025-11-01,BTP,business,Deposit interest,19,356.26058168164392402570,18.750556930612838
2025-11-01,BTP,business,Interchange,19,1901.67115900896068990000,100.08795573731372
2025-11-01,BTP,business,Subscription,19,880.00000000000000000000,46.31578947368421
2025-11-01,BTP,business,Total revenue,19,3137.93174069060461392570,165.15430214161077
2025-11-01,BTP,free,Banking fees,215,1270.00000000000000000000,5.906976744186046
2025-11-01,BTP,free,Deposit interest,215,7688.66875809424643061229,35.761250037647656
2025-11-01,BTP,free,Interchange,215,2093.89719824519727365800,9.739056736024173
2025-11-01,BTP,free,Subscription,215,10.50000000000000000000,0.04883720930232558
2025-11-01,BTP,free,Total revenue,215,11063.06595633944370427029,51.456120727160204
2025-11-01,BTP,plus,Banking fees,157,259.08000000000000000000,1.6501910828025477
2025-11-01,BTP,plus,Deposit interest,157,2111.18784057150710783201,13.447056309372655
2025-11-01,BTP,plus,Interchange,157,5746.73262077132095930200,36.60339248898931
2025-11-01,BTP,plus,Subscription,157,2067.25161290200000000000,13.167207725490446
2025-11-01,BTP,plus,Total revenue,157,10184.25207424482806713401,64.86784760665496
2025-11-01,BTP,start,Banking fees,287,1091.62000000000000000000,3.803554006968641
2025-11-01,BTP,start,Deposit interest,287,5381.63508846630185804137,18.751341771659586
2025-11-01,BTP,start,Interchange,287,4752.44605842306893893000,16.559045499731948
2025-11-01,BTP,start,Subscription,287,1840.43330589600000000000,6.412659602425087
2025-11-01,BTP,start,Total revenue,287,13066.13445278537079697137,45.52660088078527
2025-11-01,Bankers_Insurance,free,Banking fees,27,414.00000000000000000000,15.333333333333334
2025-11-01,Bankers_Insurance,free,Deposit interest,27,179.23737405643836540830,6.63842126134957
2025-11-01,Bankers_Insurance,free,Interchange,27,46.23899647148571470000,1.7125554248698411
2025-11-01,Bankers_Insurance,free,Subscription,27,0.00000000000000000000,0.0
2025-11-01,Bankers_Insurance,free,Total revenue,27,639.47637052792408010830,23.684310019552747
2025-11-01,Bankers_Insurance,start,Banking fees,19,206.36000000000000000000,10.861052631578948
2025-11-01,Bankers_Insurance,start,Deposit interest,19,248.09835772219178027000,13.05780830116799
2025-11-01,Bankers_Insurance,start,Interchange,19,105.09574171321549730000,5.531354827011342
2025-11-01,Bankers_Insurance,start,Subscription,19,116.51612903200000000000,6.132427843789474
2025-11-01,Bankers_Insurance,start,Total revenue,19,676.07022846740727757000,35.58264360354775
2025-11-01,Bikers_Drivers,business,Banking fees,11,0.86000000000000000000,0.07818181818181819
2025-11-01,Bikers_Drivers,business,Deposit interest,11,50.17079198520547961970,4.560981089564135
2025-11-01,Bikers_Drivers,business,Interchange,11,548.83947438924252278000,49.89449767174931
2025-11-01,Bikers_Drivers,business,Subscription,11,640.00000000000000000000,58.18181818181818
2025-11-01,Bikers_Drivers,business,Total revenue,11,1239.87026637444800239970,112.71547876131345
2025-11-01,Bikers_Drivers,free,Banking fees,89,1182.00000000000000000000,13.280898876404494
2025-11-01,Bikers_Drivers,free,Deposit interest,89,189.93128464219179227870,2.134059378002155
2025-11-01,Bikers_Drivers,free,Interchange,89,617.86199426126122303300,6.942269598441137
2025-11-01,Bikers_Drivers,free,Subscription,89,0.00000000000000000000,0.0
2025-11-01,Bikers_Drivers,free,Total revenue,89,1989.79327890345301531170,22.357227852847785
2025-11-01,Bikers_Drivers,plus,Banking fees,55,0.26000000000000000000,0.0047272727272727275
2025-11-01,Bikers_Drivers,plus,Deposit interest,55,166.57366803506851323525,3.028612146092155
2025-11-01,Bikers_Drivers,plus,Interchange,55,2472.07175182945918711000,44.94675912417198
2025-11-01,Bikers_Drivers,plus,Subscription,55,773.23333333300000000000,14.058787878781818
2025-11-01,Bikers_Drivers,plus,Total revenue,55,3412.13875319752770034525,62.038886421773235
2025-11-01,Bikers_Drivers,start,Banking fees,92,520.00000000000000000000,5.6521739130434785
2025-11-01,Bikers_Drivers,start,Deposit interest,92,111.24793703835616466430,1.2092167069386541
2025-11-01,Bikers_Drivers,start,Interchange,92,494.66210068189874093900,5.376761963933681
2025-11-01,Bikers_Drivers,start,Subscription,92,589.63505376400000000000,6.409076671347826
2025-11-01,Bikers_Drivers,start,Total revenue,92,1715.54509148425490560330,18.647229255263643
2025-11-01,Cleaning_CallCenters,business,Banking fees,1,0.00000000000000000000,0.0
2025-11-01,Cleaning_CallCenters,business,Deposit interest,1,0.08898060273972602200,0.08898060273972602
2025-11-01,Cleaning_CallCenters,business,Interchange,1,0.00000000000000000000,0.0
2025-11-01,Cleaning_CallCenters,business,Subscription,1,80.00000000000000000000,80.0
2025-11-01,Cleaning_CallCenters,business,Total revenue,1,80.08898060273972602200,80.08898060273972
2025-11-01,Cleaning_CallCenters,free,Banking fees,9,236.00000000000000000000,26.22222222222222
2025-11-01,Cleaning_CallCenters,free,Deposit interest,9,7.75075174575342400018,0.8611946384170471
2025-11-01,Cleaning_CallCenters,free,Interchange,9,0.26280387577980180000,0.0292004306422002
2025-11-01,Cleaning_CallCenters,free,Subscription,9,0.00000000000000000000,0.0
2025-11-01,Cleaning_CallCenters,free,Total revenue,9,244.01355562153322580018,27.112617291281467
2025-11-01,Cleaning_CallCenters,plus,Banking fees,4,0.00000000000000000000,0.0
