confirmed_company_profiles,activated_companies_through_cutoff,revenue_companies,top_20pct_companies,share_of_revenue_companies_pct,share_of_activated_companies_pct,share_of_confirmed_profiles_pct,total_revenue,top_20pct_revenue,top_20pct_revenue_share_pct,top_20pct_entry_revenue,top_20pct_average_revenue,top_20pct_median_revenue,other_80pct_average_revenue,other_80pct_median_revenue
37193,17627,17568,3514,20.0,19.94,9.45,2350831.56960958272076835863,1738049.73422438752786274436,73.93,167.69540547999965050000,494.60720951177797,321.53488754158690369536,43.60195214068558,27.62358538356164395008
