activation_month,observation_month,months_since_activation,segment_level,persona,initial_subscription_group,activated_cohort_size,active_companies,at_risk_companies,churned_proxy_companies,never_monetized_companies,active_share_pct,at_risk_share_pct,churned_proxy_share_pct,never_monetized_share_pct,subscription_revenue,interchange_revenue,banking_fees,deposit_interest_revenue,total_revenue,revenue_per_original_activated_company
2025-12-01,2026-01-01,1,persona_x_initial_plan,Bikers_Drivers,start,61,56,5,0,0,91.8,8.2,0.0,0.0,511.00000000000000000000,430.35281999999777425000,0.00000000000000000000,224.06120203123293462600,1165.41402203123070887600,19.105147902151323
2025-12-01,2026-01-01,1,persona_x_initial_plan,Cleaning_CallCenters,free,3,3,0,0,0,100.0,0.0,0.0,0.0,0.00000000000000000000,21.46472999999989070000,0.00000000000000000000,9.00510784767123172900,30.46983784767112242900,10.156612615890374
2025-12-01,2026-01-01,1,persona_x_initial_plan,Cleaning_CallCenters,plus,4,3,0,0,1,75.0,0.0,0.0,25.0,70.00000000000000000000,368.16884999999801100000,0.00000000000000000000,436.33587368164390400000,874.50472368164191500000,218.6261809204105
2025-12-01,2026-01-01,1,persona_x_initial_plan,Cleaning_CallCenters,start,4,3,1,0,0,75.0,25.0,0.0,0.0,33.00000000000000000000,247.46765399999864770000,13.44000000000000000000,11.85372981863013625000,305.76138381862878395000,76.44034595465719
2025-12-01,2026-01-01,1,persona_x_initial_plan,Consultant,business,4,1,3,0,0,25.0,75.0,0.0,0.0,80.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.53373788493150676000,80.53373788493150676000,20.133434471232878
2025-12-01,2026-01-01,1,persona_x_initial_plan,Consultant,free,222,214,7,0,1,96.4,3.15,0.0,0.45,88.51000000000000000000,1107.41291999999417475700,117.72000000000000000000,3030.83726845479485011429,4344.48018845478902487129,19.569730578625176
2025-12-01,2026-01-01,1,persona_x_initial_plan,Consultant,plus,28,26,2,0,0,92.86,7.14,0.0,0.0,583.33333333300000000000,1247.98501799999328615000,0.00000000000000000000,545.33823474191783516640,2376.65658607491112131640,84.88059235981825
2025-12-01,2026-01-01,1,persona_x_initial_plan,Consultant,start,205,201,4,0,0,98.05,1.95,0.0,0.0,1874.30000000000000000000,6572.51669339996384094900,104.50000000000000000000,2187.92349920657545944998,10739.24019260653930039898,52.38653752490995
2025-12-01,2026-01-01,1,persona_x_initial_plan,Developer_IT,free,101,94,7,0,0,93.07,6.93,0.0,0.0,17.22000000000000000000,498.48696719999738750600,119.66000000000000000000,1192.44994530630151060528,1827.81691250629889811128,18.097197153527713
2025-12-01,2026-01-01,1,persona_x_initial_plan,Developer_IT,plus,13,13,0,0,0,100.0,0.0,0.0,0.0,244.51612903200000000000,31.62621599999983344000,1.40000000000000000000,232.34722692986308637000,509.88957196186291981000,39.22227476629715
2025-12-01,2026-01-01,1,persona_x_initial_plan,Developer_IT,start,117,115,1,0,1,98.29,0.85,0.0,0.85,1131.77419354900000000000,1879.77345299999009860400,32.14000000000000000000,1633.98591889315071106860,4677.67356544214080967260,39.98011594394992
2025-12-01,2026-01-01,1,persona_x_initial_plan,Media_Publishing,business,1,1,0,0,0,100.0,0.0,0.0,0.0,80.00000000000000000000,7.31708999999996120000,0.00000000000000000000,11.67699941041095900000,98.99408941041092020000,98.99408941041092
2025-12-01,2026-01-01,1,persona_x_initial_plan,Media_Publishing,free,55,53,2,0,0,96.36,3.64,0.0,0.0,16.18000000000000000000,162.71059679999916193000,18.62000000000000000000,154.09282620931509127750,351.60342300931425320750,6.392789509260259
2025-12-01,2026-01-01,1,persona_x_initial_plan,Media_Publishing,plus,8,7,1,0,0,87.5,12.5,0.0,0.0,165.00000000000000000000,203.90540399999891880000,0.00000000000000000000,379.90289457917805156000,748.80829857917697036000,93.60103732239712
2025-12-01,2026-01-01,1,persona_x_initial_plan,Media_Publishing,start,45,43,1,0,1,95.56,2.22,0.0,2.22,419.96774193500000000000,942.51654719999504958000,38.88000000000000000000,433.44243806027398543950,1834.80672719526903501950,40.77348282656153
2025-12-01,2026-01-01,1,persona_x_initial_plan,Medical_Professionals,free,11,11,0,0,0,100.0,0.0,0.0,0.0,0.00000000000000000000,35.19077399999981600000,4.30000000000000000000,52.57937906904109909999,92.07015306904091509999,8.370013915367355
2025-12-01,2026-01-01,1,persona_x_initial_plan,Medical_Professionals,plus,3,3,0,0,0,100.0,0.0,0.0,0.0,50.00000000000000000000,459.49796999999764100000,164.60000000000000000000,27.65569935452054754000,701.75366935451818854000,233.9178897848394
2025-12-01,2026-01-01,1,persona_x_initial_plan,Medical_Professionals,start,14,14,0,0,0,100.0,0.0,0.0,0.0,146.00000000000000000000,61.59733199999967450000,0.00000000000000000000,52.66225208657534962690,260.25958408657502412690,18.58997029189822
2025-12-01,2026-01-01,1,persona_x_initial_plan,Others,business,18,8,10,0,0,44.44,55.56,0.0,0.0,560.00000000000000000000,532.52198999999704880000,0.90000000000000000000,459.93760013041093835750,1553.35959013040798715750,86.29775500724489
2025-12-01,2026-01-01,1,persona_x_initial_plan,Others,free,183,177,6,0,0,96.72,3.28,0.0,0.0,176.34259259300000000000,950.30887139999507878700,138.28000000000000000000,742.90168735232884883574,2007.83315134532392762274,10.971765854346033
2025-12-01,2026-01-01,1,persona_x_initial_plan,Others,plus,60,56,4,0,0,93.33,6.67,0.0,0.0,1041.66666666600000000000,2313.49295699998782500000,31.44000000000000000000,758.50382111835625049983,4145.10344478434407549983,69.0850574130724
2025-12-01,2026-01-01,1,persona_x_initial_plan,Others,start,191,187,4,0,0,97.91,2.09,0.0,0.0,1776.66666666700000000000,2332.14330059998781079300,51.10000000000000000000,1863.93282272054811332966,6023.84278998753592412266,31.538443926636315
2025-12-01,2026-01-01,1,persona_x_initial_plan,Professeur,business,2,1,1,0,0,50.0,50.0,0.0,0.0,80.00000000000000000000,31.33043999999984300000,0.00000000000000000000,0.29478417863013700000,111.62522417862998000000,55.81261208931499
2025-12-01,2026-01-01,1,persona_x_initial_plan,Professeur,free,33,31,2,0,0,93.94,6.06,0.0,0.0,32.63000000000000000000,132.15100499999933413600,40.38000000000000000000,129.14715693753426055690,334.30816193753359469290,10.130550361743444
2025-12-01,2026-01-01,1,persona_x_initial_plan,Professeur,plus,5,5,0,0,0,100.0,0.0,0.0,0.0,120.00000000000000000000,46.55905559999975350000,1.64000000000000000000,76.48486729643837279000,244.68392289643812629000,48.936784579287625
2025-12-01,2026-01-01,1,persona_x_initial_plan,Professeur,start,43,43,0,0,0,100.0,0.0,0.0,0.0,433.41935483900000000000,280.22822639999854241000,4.12000000000000000000,228.95904993041098134366,946.72663116940952375366,22.016898399288593
2025-12-01,2026-01-01,1,persona_x_initial_plan,Repair,business,1,0,1,0,0,0.0,100.0,0.0,0.0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.0
2025-12-01,2026-01-01,1,persona_x_initial_plan,Repair,free,8,8,0,0,0,100.0,0.0,0.0,0.0,0.00000000000000000000,221.23319399999882530000,4.00000000000000000000,6.71816154410958947990,231.95135554410841477990,28.993919443013553
2025-12-01,2026-01-01,1,persona_x_initial_plan,Repair,plus,2,2,0,0,0,100.0,0.0,0.0,0.0,50.00000000000000000000,5.90332139999996900000,0.10000000000000000000,0.48936080328767134500,56.49268220328764034500,28.24634110164382
2025-12-01,2026-01-01,1,persona_x_initial_plan,Repair,start,8,8,0,0,0,100.0,0.0,0.0,0.0,75.00000000000000000000,23.04302399999987860000,0.00000000000000000000,2.96532383890411026000,101.00834783890398886000,12.626043479862998
2025-12-01,2026-01-01,1,persona_x_initial_plan,Repair_Installation,free,2,2,0,0,0,100.0,0.0,0.0,0.0,3.41000000000000000000,52.96717799999972000000,8.00000000000000000000,2.44982240767123318000,66.82700040767095318000,33.413500203835476
2025-12-01,2026-01-01,1,persona_x_initial_plan,Repair_Installation,start,2,2,0,0,0,100.0,0.0,0.0,0.0,22.00000000000000000000,6.36794999999996670000,0.00000000000000000000,7.36279972767123200000,35.73074972767119870000,17.865374863835598
2025-12-01,2026-01-01,1,persona_x_initial_plan,Restauration,business,1,0,1,0,0,0.0,100.0,0.0,0.0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.0
2025-12-01,2026-01-01,1,persona_x_initial_plan,Restauration,free,34,33,1,0,0,97.06,2.94,0.0,0.0,11.00000000000000000000,261.22071599999867077000,66.40000000000000000000,88.95205566739726867540,427.57277166739593944540,12.57566975492341
